year,match_id,tourney_order,match_stats_url_suffix,match_time,match_duration,winner_serve_rating,winner_aces,winner_double_faults,winner_first_serves_in,winner_first_serves_total,winner_first_serve_points_won,winner_first_serve_points_total,winner_second_serve_points_won,winner_second_serve_points_total,winner_break_points_saved,winner_break_points_serve_total,winner_return_rating,winner_first_serve_return_won,winner_first_serve_return_total,winner_second_serve_return_won,winner_second_serve_return_total,winner_break_points_converted,winner_break_points_return_total,winner_service_games_played,winner_return_games_played,winner_serve_points_won, winner_serve_points_total,winner_return_points_won, winner_return_points_total,winner_total_points_won,winner_total_points_total,loser_serve_rating,loser_aces,loser_double_faults,loser_first_serves_in,loser_first_serves_total,loser_first_serve_points_won,loser_first_serve_points_total,loser_second_serve_points_won,loser_second_serve_points_total,loser_break_points_saved,loser_break_points_serve_total,loser_return_rating,loser_first_serve_return_won,loser_first_serve_return_total,loser_second_serve_return_won,loser_second_serve_return_total,loser_break_points_converted,loser_break_points_return_total,loser_service_games_played,loser_return_games_played,loser_serve_points_won, loser_serve_points_total,loser_return_points_won, loser_return_points_total,loser_total_points_won,loser_total_points_total
1991,1991-301-w124-g055,4,/en/scores/match-stats/archive/1991/301/ms017,01:12:00,72,270,5,1,25,56,17,25,20,31,1,2,190,8,30,20,26,4,11,9,8,37,56,28,56,65,112,197,4,7,30,56,22,30,6,26,7,11,128,8,25,11,31,1,2,8,9,28,56,19,56,47,112
