tourney_year,tourney_order,tourney_type_id,tourney_name,tourney_id,tourney_slug,tourney_year_id,tourney_location,tourney_date,tourney_month,tourney_day,tourney_singles_draw,tourney_conditions,tourney_surface,tourney_fin_commit_raw,currency,tourney_fin_commit,tourney_url_suffix,singles_winner_name,singles_winner_url,singles_winner_player_slug,singles_winner_player_id,tourney_doubles_draw,doubles_winner_1_name,doubles_winner_1_url,doubles_winner_1_player_slug,doubles_winner_1_player_id,doubles_winner_2_name,doubles_winner_2_url,doubles_winner_2_player_slug,doubles_winner_2_player_id
1972,23,,Chicago WCT,818,chicago,1972-818,"Chicago, United States",1972/03/13,3,13,32,Indoor,Carpet,"$50,000",USD,50000.0,/en/scores/archive/chicago/818/1972/results,Tom Okker,/en/players/tom-okker/o032/overview,tom-okker,o032,16.0,Tom Okker,/en/players/tom-okker/o032/overview,tom-okker,o032,Marty Riessen,/en/players/marty-riessen/r055/overview,marty-riessen,r055
1972,24,,Caracas,344,caracas,1972-344,"Caracas, Venezuela",1972/03/13,3,13,32,Outdoor,Hard,,,,/en/scores/archive/caracas/344/1972/results,Manuel Orantes,/en/players/manuel-orantes/o017/overview,manuel-orantes,o017,16.0,Patricio Cornejo,/en/players/patricio-cornejo/c088/overview,patricio-cornejo,c088,Jaime Fillol Sr.,/en/players/jaime-fillol-sr./f024/overview,jaime-fillol-sr.,f024
1972,25,,Hilton Head WCT,724,hilton-head,1972-724,"Hilton Head, United States",1972/03/21,3,21,16,Outdoor,Clay,"$47,500",USD,47500.0,/en/scores/archive/hilton-head/724/1972/results,Ken Rosewall,/en/players/ken-rosewall/r075/overview,ken-rosewall,r075,,,,,,,,,
1972,26,,Macon WCT,2066,macon,1972-2066,"Macon, United States",1972/03/26,3,26,32,Indoor,Carpet,"$25,000",USD,25000.0,/en/scores/archive/macon/2066/1972/results,Mark Cox,/en/players/mark-cox/c090/overview,mark-cox,c090,,,,,,,,,
1972,27,,Johannesburg-1,426,johannesburg,1972-426,"Johannesburg, South Africa",1972/03/27,3,27,128,Outdoor,Hard,"$36,000",USD,36000.0,/en/scores/archive/johannesburg/426/1972/results,Cliff Richey,/en/players/cliff-richey/r071/overview,cliff-richey,r071,16.0,,,,,,,,
1972,28,,Monte Carlo,410,monte-carlo,1972-410,"Monte Carlo, Monaco",1972/03/27,3,27,64,Outdoor,Clay,"$20,000",USD,20000.0,/en/scores/archive/monte-carlo/410/1972/results,Ilie Nastase,/en/players/ilie-nastase/n008/overview,ilie-nastase,n008,32.0,Patrice Beust,/en/players/patrice-beust/b229/overview,patrice-beust,b229,Daniel Contet,/en/players/daniel-contet/c170/overview,daniel-contet,c170
1972,29,,San Juan,6817,san-juan,1972-6817,"San Juan, Puerto Rico",1972/03/27,3,27,7,Outdoor,Hard,"$12,500",USD,12500.0,/en/scores/archive/san-juan/6817/1972/results,Stan Smith,/en/players/stan-smith/s060/overview,stan-smith,s060,,,,,,,,,
1972,30,,Hong Kong,9216,hong-kong,1972-9216,"Hong Kong, Hong Kong",1972/03/27,3,27,32,Outdoor,Hard,"$10,000",USD,10000.0,/en/scores/archive/hong-kong/9216/1972/results,Mal Anderson,/en/players/mal-anderson/a060/overview,mal-anderson,a060,,,,,,,,,
1972,31,,Houston WCT,405,houston,1972-405,"Houston, United States",1972/04/03,4,3,32,Outdoor,Clay,"$50,000",USD,50000.0,/en/scores/archive/houston/405/1972/results,Rod Laver,/en/players/rod-laver/l058/overview,rod-laver,l058,16.0,Roy Emerson,/en/players/roy-emerson/e030/overview,roy-emerson,e030,Rod Laver,/en/players/rod-laver/l058/overview,rod-laver,l058
1972,32,,Quebec WCT,2044,quebec-city,1972-2044,"Quebec City, Canada",1972/04/09,4,9,32,Indoor,Carpet,"$50,000",USD,50000.0,/en/scores/archive/quebec-city/2044/1972/results,Marty Riessen,/en/players/marty-riessen/r055/overview,marty-riessen,r055,16.0,BobCarmichael,/en/players/bob--carmichael/c080/overview,bob--carmichael,c080,Ray Ruffels,/en/players/ray-ruffels/r076/overview,ray-ruffels,r076
1972,33,,Madrid,2026,madrid,1972-2026,"Madrid, Spain",1972/04/10,4,10,64,Outdoor,Clay,"$50,000",USD,50000.0,/en/scores/archive/madrid/2026/1972/results,Ilie Nastase,/en/players/ilie-nastase/n008/overview,ilie-nastase,n008,32.0,Ilie Nastase,/en/players/ilie-nastase/n008/overview,ilie-nastase,n008,Stan Smith,/en/players/stan-smith/s060/overview,stan-smith,s060
1972,34,,Nice,6120,nice,1972-6120,"Nice, France",1972/04/17,4,17,64,Outdoor,Clay,"$30,000",USD,30000.0,/en/scores/archive/nice/6120/1972/results,Ilie Nastase,/en/players/ilie-nastase/n008/overview,ilie-nastase,n008,16.0,Jan Kodes,/en/players/jan-kodes/k049/overview,jan-kodes,k049,Stan Smith,/en/players/stan-smith/s060/overview,stan-smith,s060
1972,35,,Charlotte WCT,436,charlotte,1972-436,"Charlotte, United States",1972/04/18,4,18,32,Outdoor,Clay,"$50,000",USD,50000.0,/en/scores/archive/charlotte/436/1972/results,Ken Rosewall,/en/players/ken-rosewall/r075/overview,ken-rosewall,r075,16.0,Tom Okker,/en/players/tom-okker/o032/overview,tom-okker,o032,Marty Riessen,/en/players/marty-riessen/r055/overview,marty-riessen,r055
1972,36,,Rome-1,416,rome,1972-416,"Rome, Italy",1972/04/24,4,24,64,Outdoor,Clay,"$61,000",USD,61000.0,/en/scores/archive/rome/416/1972/results,Manuel Orantes,/en/players/manuel-orantes/o017/overview,manuel-orantes,o017,32.0,Ilie Nastase,/en/players/ilie-nastase/n008/overview,ilie-nastase,n008,Ion Tiriac,/en/players/ion-tiriac/t040/overview,ion-tiriac,t040
1972,37,,Denver WCT,389,denver,1972-389,"Denver, United States",1972/04/24,4,24,32,Indoor,Carpet,"$50,000",USD,50000.0,/en/scores/archive/denver/389/1972/results,Rod Laver,/en/players/rod-laver/l058/overview,rod-laver,l058,16.0,,,,,,,,
1972,38,,Las Vegas WCT,413,las-vegas,1972-413,"Las Vegas, United States",1972/05/01,5,1,32,Outdoor,Hard,"$50,000",USD,50000.0,/en/scores/archive/las-vegas/413/1972/results,John Newcombe,/en/players/john-newcombe/n044/overview,john-newcombe,n044,16.0,Roy Emerson,/en/players/roy-emerson/e030/overview,roy-emerson,e030,Rod Laver,/en/players/rod-laver/l058/overview,rod-laver,l058
1972,39,,Kansas City-2,9238,kansas-city,1972-9238,"Kansas City, United States",1972/05/05,5,5,8,Outdoor,Hard,"$11,000",USD,11000.0,/en/scores/archive/kansas-city/9238/1972/results,Alejandro Olmedo,/en/players/alejandro-olmedo/o042/overview,alejandro-olmedo,o042,,,,,,,,,
1972,40,,WCT Finals,610,dallas,1972-610,"Dallas, United States",1972/05/08,5,8,8,Indoor,Carpet,"$100,000",USD,100000.0,/en/scores/archive/dallas/610/1972/results,Ken Rosewall,/en/players/ken-rosewall/r075/overview,ken-rosewall,r075,,,,,,,,,
1972,41,,Bournemouth,347,bournemouth,1972-347,"Bournemouth, Great Britain",1972/05/08,5,8,32,Outdoor,Clay,"$26,500",USD,26500.0,/en/scores/archive/bournemouth/347/1972/results,Bob Hewitt,/en/players/bob-hewitt/h058/overview,bob-hewitt,h058,16.0,Bob Hewitt,/en/players/bob-hewitt/h058/overview,bob-hewitt,h058,Frew McMillan,/en/players/frew-mcmillan/m111/overview,frew-mcmillan,m111
1972,42,,Brussels,406,brussels,1972-406,"Brussels, Belgium",1972/05/08,5,8,32,Outdoor,Clay,"$25,000",USD,25000.0,/en/scores/archive/brussels/406/1972/results,Manuel Orantes,/en/players/manuel-orantes/o017/overview,manuel-orantes,o017,16.0,Juan Gisbert Sr,/en/players/juan-gisbert-sr/g076/overview,juan-gisbert-sr,g076,Manuel Orantes,/en/players/manuel-orantes/o017/overview,manuel-orantes,o017
1972,43,grandslam,Roland Garros Preliminary Round,9355,roland-garros-preliminary-round,1972-9355,"Paris, France",1972/05/21,5,21,64,Outdoor,Clay,"$77,500",USD,77500.0,/en/scores/archive/roland-garros-preliminary-round/9355/1972/results,,,,,,,,,,,,,
1972,44,grandslam,Roland Garros,520,roland-garros,1972-520,"Paris, France",1972/05/22,5,22,128,Outdoor,Clay,"$77,500",USD,77500.0,/en/scores/archive/roland-garros/520/1972/results,Andres Gimeno,/en/players/andres-gimeno/g075/overview,andres-gimeno,g075,64.0,Bob Hewitt,/en/players/bob-hewitt/h058/overview,bob-hewitt,h058,Frew McMillan,/en/players/frew-mcmillan/m111/overview,frew-mcmillan,m111
1972,45,,Hamburg,414,hamburg,1972-414,"Hamburg, Germany",1972/06/05,6,5,64,Outdoor,Clay,"$35,000",USD,35000.0,/en/scores/archive/hamburg/414/1972/results,Manuel Orantes,/en/players/manuel-orantes/o017/overview,manuel-orantes,o017,32.0,Jan Kodes,/en/players/jan-kodes/k049/overview,jan-kodes,k049,Ilie Nastase,/en/players/ilie-nastase/n008/overview,ilie-nastase,n008
1972,46,,Manchester,583,manchester,1972-583,"Manchester, Great Britain",1972/06/05,6,5,128,Outdoor,Grass,"$3,000",USD,3000.0,/en/scores/archive/manchester/583/1972/results,Thomaz Koch,/en/players/thomaz-koch/k036/overview,thomaz-koch,k036,,,,,,,,,
1972,47,,Bristol,313,bristol,1972-313,"Bristol, Great Britain",1972/06/12,6,12,32,Outdoor,Grass,"$32,500",USD,32500.0,/en/scores/archive/bristol/313/1972/results,Bob Hewitt,/en/players/bob-hewitt/h058/overview,bob-hewitt,h058,32.0,Bob Hewitt,/en/players/bob-hewitt/h058/overview,bob-hewitt,h058,Frew McMillan,/en/players/frew-mcmillan/m111/overview,frew-mcmillan,m111
1972,48,,Beckenham,7310,beckenham,1972-7310,"Beckenham, Great Britain",1972/06/12,6,12,64,Outdoor,Grass,"$4,500",USD,4500.0,/en/scores/archive/beckenham/7310/1972/results,Alex Metreveli,/en/players/alex-metreveli/m271/overview,alex-metreveli,m271,,,,,,,,,
1972,49,,London / Queen's Club,311,london,1972-311,"London, Great Britain",1972/06/19,6,19,64,Outdoor,Grass,"$9,500",USD,9500.0,/en/scores/archive/london/311/1972/results,Jimmy Connors,/en/players/jimmy-connors/c044/overview,jimmy-connors,c044,32.0,Jim McManus,/en/players/jim-mcmanus/m144/overview,jim-mcmanus,m144,Jim Osborne,/en/players/jim-osborne/o046/overview,jim-osborne,o046
1972,50,,Eastbourne,2049,eastbourne,1972-2049,"Eastbourne, Great Britain",1972/06/19,6,19,32,Outdoor,Grass,"$7,500",USD,7500.0,/en/scores/archive/eastbourne/2049/1972/results,Andres Gimeno,/en/players/andres-gimeno/g075/overview,andres-gimeno,g075,16.0,Juan Gisbert Sr,/en/players/juan-gisbert-sr/g076/overview,juan-gisbert-sr,g076,Manuel Orantes,/en/players/manuel-orantes/o017/overview,manuel-orantes,o017
1972,51,grandslam,Wimbledon,540,wimbledon,1972-540,"London, Great Britain",1972/06/26,6,26,128,Outdoor,Grass,"$83,500",USD,83500.0,/en/scores/archive/wimbledon/540/1972/results,Stan Smith,/en/players/stan-smith/s060/overview,stan-smith,s060,64.0,Bob Hewitt,/en/players/bob-hewitt/h058/overview,bob-hewitt,h058,Frew McMillan,/en/players/frew-mcmillan/m111/overview,frew-mcmillan,m111
1972,52,,St. Louis WCT,652,st-louis,1972-652,"St. Louis, United States",1972/06/26,6,26,32,Outdoor,Hard,"$50,000",USD,50000.0,/en/scores/archive/st-louis/652/1972/results,John Newcombe,/en/players/john-newcombe/n044/overview,john-newcombe,n044,16.0,John Newcombe,/en/players/john-newcombe/n044/overview,john-newcombe,n044,Tony Roche,/en/players/tony-roche/r073/overview,tony-roche,r073
1972,53,,Bretton Woods WCT,706,bretton-woods,1972-706,"Bretton Woods, United States",1972/07/05,7,5,32,Outdoor,Clay,"$25,000",USD,25000.0,/en/scores/archive/bretton-woods/706/1972/results,Cliff Richey,/en/players/cliff-richey/r071/overview,cliff-richey,r071,16.0,John Alexander,/en/players/john-alexander/a014/overview,john-alexander,a014,Fred Stolle,/en/players/fred-stolle/s129/overview,fred-stolle,s129
1972,54,,Bastad,316,bastad,1972-316,"Bastad, Sweden",1972/07/10,7,10,32,Outdoor,Clay,"$25,000",USD,25000.0,/en/scores/archive/bastad/316/1972/results,Manuel Orantes,/en/players/manuel-orantes/o017/overview,manuel-orantes,o017,16.0,,,,,,,,
1972,55,,Gstaad,314,gstaad,1972-314,"Gstaad, Switzerland",1972/07/10,7,10,32,Outdoor,Clay,"$25,000",USD,25000.0,/en/scores/archive/gstaad/314/1972/results,Andres Gimeno,/en/players/andres-gimeno/g075/overview,andres-gimeno,g075,16.0,,,,,,,,
1972,56,,Newport,2050,newport,1972-2050,"Newport, Great Britain",1972/07/10,7,10,64,Outdoor,Grass,"$12,000",USD,12000.0,/en/scores/archive/newport/2050/1972/results,Andrew Pattison,/en/players/andrew-pattison/p074/overview,andrew-pattison,p074,,,,,,,,,
1972,57,,Dublin,2029,dublin,1972-2029,"Dublin, Ireland",1972/07/10,7,10,32,Outdoor,Grass,"$9,000",USD,9000.0,/en/scores/archive/dublin/2029/1972/results,Bob Hewitt,/en/players/bob-hewitt/h058/overview,bob-hewitt,h058,,,,,,,,,
1972,58,,Washington WCT,418,washington,1972-418,"Washington, United States",1972/07/17,7,17,64,Outdoor,Clay,"$50,000",USD,50000.0,/en/scores/archive/washington/418/1972/results,Tony Roche,/en/players/tony-roche/r073/overview,tony-roche,r073,16.0,Tom Okker,/en/players/tom-okker/o032/overview,tom-okker,o032,Marty Riessen,/en/players/marty-riessen/r055/overview,marty-riessen,r055
1972,59,,Columbus,343,columbus,1972-343,"Columbus, United States",1972/07/17,7,17,32,Outdoor,Hard,"$25,000",USD,25000.0,/en/scores/archive/columbus/343/1972/results,Jimmy Connors,/en/players/jimmy-connors/c044/overview,jimmy-connors,c044,16.0,Jimmy Connors,/en/players/jimmy-connors/c044/overview,jimmy-connors,c044,Richard Pancho Gonzales,/en/players/richard-pancho-gonzales/g077/overview,richard-pancho-gonzales,g077
1972,60,,Kitzbuhel,319,kitzbuhel,1972-319,"Kitzbuhel, Austria",1972/07/17,7,17,64,Outdoor,Clay,"$20,000",USD,20000.0,/en/scores/archive/kitzbuhel/319/1972/results,Colin Dibley,/en/players/colin-dibley/d076/overview,colin-dibley,d076,32.0,Jurgen Fassbender,/en/players/jurgen-fassbender/f068/overview,jurgen-fassbender,f068,Hans-Jurgen Pohmann,/en/players/hans-jurgen-pohmann/p082/overview,hans-jurgen-pohmann,p082
1972,61,,Louisville WCT,663,louisville,1972-663,"Louisville, United States",1972/07/24,7,24,32,Outdoor,Clay,"$50,000",USD,50000.0,/en/scores/archive/louisville/663/1972/results,Arthur Ashe,/en/players/arthur-ashe/a063/overview,arthur-ashe,a063,16.0,John Alexander,/en/players/john-alexander/a014/overview,john-alexander,a014,Phil Dent,/en/players/phil-dent/d074/overview,phil-dent,d074
1972,62,,Dusseldorf,661,dusseldorf,1972-661,"Dusseldorf, Germany",1972/07/24,7,24,16,Outdoor,Clay,"$20,000",USD,20000.0,/en/scores/archive/dusseldorf/661/1972/results,Ilie Nastase,/en/players/ilie-nastase/n008/overview,ilie-nastase,n008,8.0,,,,,,,,
1972,63,,Hilversum,317,hilversum,1972-317,"Hilversum, Netherlands",1972/07/24,7,24,64,Outdoor,Clay,"$7,500",USD,7500.0,/en/scores/archive/hilversum/317/1972/results,John Cooper,/en/players/john-cooper/c171/overview,john-cooper,c171,32.0,,,,,,,,
1972,64,,Clemmons,2051,clemmons,1972-2051,"Clemmons, United States",1972/07/25,7,25,32,Outdoor,Clay,"$25,000",USD,25000.0,/en/scores/archive/clemmons/2051/1972/results,Bob Hewitt,/en/players/bob-hewitt/h058/overview,bob-hewitt,h058,16.0,Bob Hewitt,/en/players/bob-hewitt/h058/overview,bob-hewitt,h058,Andrew Pattison,/en/players/andrew-pattison/p074/overview,andrew-pattison,p074
1972,65,,Boston WCT,417,boston,1972-417,"Boston, United States",1972/07/31,7,31,32,Outdoor,Hard,"$50,000",USD,50000.0,/en/scores/archive/boston/417/1972/results,Robert Lutz,/en/players/robert-lutz/l045/overview,robert-lutz,l045,16.0,John Newcombe,/en/players/john-newcombe/n044/overview,john-newcombe,n044,Tony Roche,/en/players/tony-roche/r073/overview,tony-roche,r073
1972,66,,Cincinnati,422,cincinnati,1972-422,"Cincinnati, United States",1972/07/31,7,31,64,Outdoor,Clay,"$25,000",USD,25000.0,/en/scores/archive/cincinnati/422/1972/results,Jimmy Connors,/en/players/jimmy-connors/c044/overview,jimmy-connors,c044,32.0,Bob Hewitt,/en/players/bob-hewitt/h058/overview,bob-hewitt,h058,Frew McMillan,/en/players/frew-mcmillan/m111/overview,frew-mcmillan,m111
1972,67,,Cleveland WCT,320,cleveland,1972-320,"Cleveland, United States",1972/08/07,8,7,32,Indoor,Carpet,"$50,000",USD,50000.0,/en/scores/archive/cleveland/320/1972/results,Mark Cox,/en/players/mark-cox/c090/overview,mark-cox,c090,16.0,Cliff Drysdale,/en/players/cliff-drysdale/d082/overview,cliff-drysdale,d082,Roger Taylor,/en/players/roger-taylor/t050/overview,roger-taylor,t050
1972,68,,Indianapolis,717,indianapolis,1972-717,"Indianapolis, United States",1972/08/07,8,7,64,Outdoor,Clay,"$40,000",USD,40000.0,/en/scores/archive/indianapolis/717/1972/results,Bob Hewitt,/en/players/bob-hewitt/h058/overview,bob-hewitt,h058,32.0,Bob Hewitt,/en/players/bob-hewitt/h058/overview,bob-hewitt,h058,Frew McMillan,/en/players/frew-mcmillan/m111/overview,frew-mcmillan,m111
1972,69,,Toronto-2,421,toronto,1972-421,"Toronto, Canada",1972/08/14,8,14,128,Outdoor,Clay,"$55,000",USD,55000.0,/en/scores/archive/toronto/421/1972/results,Ilie Nastase,/en/players/ilie-nastase/n008/overview,ilie-nastase,n008,64.0,Ilie Nastase,/en/players/ilie-nastase/n008/overview,ilie-nastase,n008,Ion Tiriac,/en/players/ion-tiriac/t040/overview,ion-tiriac,t040
1972,70,,Fort Worth WCT,653,fort-worth,1972-653,"Fort Worth, United States",1972/08/14,8,14,32,Outdoor,Hard,"$50,000",USD,50000.0,/en/scores/archive/fort-worth/653/1972/results,John Newcombe,/en/players/john-newcombe/n044/overview,john-newcombe,n044,16.0,Tom Okker,/en/players/tom-okker/o032/overview,tom-okker,o032,Marty Riessen,/en/players/marty-riessen/r055/overview,marty-riessen,r055
1972,71,,South Orange,707,south-orange,1972-707,"South Orange, United States",1972/08/21,8,21,32,Outdoor,Grass,"$15,000",USD,15000.0,/en/scores/archive/south-orange/707/1972/results,Ilie Nastase,/en/players/ilie-nastase/n008/overview,ilie-nastase,n008,16.0,,,,,,,,
1972,72,,Haverford,2030,haverford,1972-2030,"Haverford, United States",1972/08/21,8,21,64,Outdoor,Grass,"$10,000",USD,10000.0,/en/scores/archive/haverford/2030/1972/results,Roger Taylor,/en/players/roger-taylor/t050/overview,roger-taylor,t050,16.0,,,,,,,,
1972,73,grandslam,US Open Preliminary Round,9356,us-open-preliminary-round,1972-9356,"New York, United States",1972/08/29,8,29,40,Outdoor,Grass,"$117,000",USD,117000.0,/en/scores/archive/us-open-preliminary-round/9356/1972/results,,,,,,,,,,,,,
1972,74,grandslam,US Open,560,us-open,1972-560,"New York, United States",1972/08/30,8,30,128,Outdoor,Grass,"$117,000",USD,117000.0,/en/scores/archive/us-open/560/1972/results,Ilie Nastase,/en/players/ilie-nastase/n008/overview,ilie-nastase,n008,64.0,Cliff Drysdale,/en/players/cliff-drysdale/d082/overview,cliff-drysdale,d082,Roger Taylor,/en/players/roger-taylor/t050/overview,roger-taylor,t050
