tourney_year,tourney_order,tourney_type_id,tourney_name,tourney_id,tourney_slug,tourney_year_id,tourney_location,tourney_date,tourney_month,tourney_day,tourney_doubles_draw,tourney_conditions,tourney_surface,tourney_fin_commit_raw,currency,tourney_fin_commit,tourney_url_suffix,doubles_winner_1_name,doubles_winner_1_url,doubles_winner_1_player_slug,doubles_winner_1_player_id,doubles_winner_2_name,doubles_winner_2_url,doubles_winner_2_player_slug,doubles_winner_2_player_id,tourney_singles_draw,singles_winner_name,singles_winner_url,singles_winner_player_slug,singles_winner_player_id
1983,1,,WCT Doubles Finals,601,london,1983-601,London,1983/01/04,1,4,8.0,Indoor,Carpet,"$200,000",USD,200000,/en/scores/archive/london/601/1983/results,Heinz Gunthardt,/en/players/heinz-gunthardt/g050/overview,heinz-gunthardt,g050,Balazs Taroczy,/en/players/balazs-taroczy/t007/overview,balazs-taroczy,t007,,,,,
1983,2,,Auckland,301,auckland,1983-301,Auckland,1983/01/10,1,10,16.0,Outdoor,Hard,"$88,500",USD,88500,/en/scores/archive/auckland/301/1983/results,Chris Lewis,/en/players/chris-lewis/l024/overview,chris-lewis,l024,Russell Simpson,/en/players/russell-simpson/s052/overview,russell-simpson,s052,32.0,John Alexander,/en/players/john-alexander/a014/overview,john-alexander,a014
1983,3,,Guaruja,201,guaruja,1983-201,Guaruja,1983/01/24,1,24,32.0,Outdoor,Hard,"$255,000",USD,255000,/en/scores/archive/guaruja/201/1983/results,Tim Gullikson,/en/players/tim-gullikson/g048/overview,tim-gullikson,g048,Tomas Smid,/en/players/tomas-smid/s058/overview,tomas-smid,s058,64.0,Jose-Luis Clerc,/en/players/jose-luis-clerc/c039/overview,jose-luis-clerc,c039
1983,4,,Detroit WCT,805,detroit,1983-805,Detroit,1983/01/24,1,24,,Indoor,Carpet,"$250,000",USD,250000,/en/scores/archive/detroit/805/1983/results,,,,,,,,,8.0,Ivan Lendl,/en/players/ivan-lendl/l018/overview,ivan-lendl,l018
1983,5,,Philadelphia,401,philadelphia,1983-401,Philadelphia,1983/01/31,1,31,32.0,Indoor,Carpet,"$375,000",USD,375000,/en/scores/archive/philadelphia/401/1983/results,Kevin Curren,/en/players/kevin-curren/c057/overview,kevin-curren,c057,Steve Denton,/en/players/steve-denton/d019/overview,steve-denton,d019,64.0,John McEnroe,/en/players/john-mcenroe/m047/overview,john-mcenroe,m047
1983,6,,Caracas,344,caracas,1983-344,Caracas,1983/01/31,1,31,16.0,Outdoor,Hard,"$88,500",USD,88500,/en/scores/archive/caracas/344/1983/results,Jaime Fillol Sr.,/en/players/jaime-fillol-sr./f024/overview,jaime-fillol-sr.,f024,Stan Smith,/en/players/stan-smith/s060/overview,stan-smith,s060,32.0,Raul Ramirez,/en/players/raul-ramirez/r065/overview,raul-ramirez,r065
1983,7,,Richmond WCT,802,richmond,1983-802,Richmond,1983/02/07,2,7,16.0,Indoor,Carpet,"$300,000",USD,300000,/en/scores/archive/richmond/802/1983/results,Pavel Slozil,/en/players/pavel-slozil/s056/overview,pavel-slozil,s056,Tomas Smid,/en/players/tomas-smid/s058/overview,tomas-smid,s058,32.0,Guillermo Vilas,/en/players/guillermo-vilas/v028/overview,guillermo-vilas,v028
1983,8,,Memphis,402,memphis,1983-402,Memphis,1983/02/14,2,14,32.0,Indoor,Carpet,"$315,000",USD,315000,/en/scores/archive/memphis/402/1983/results,Paul McNamee,/en/players/paul-mcnamee/m050/overview,paul-mcnamee,m050,Peter McNamara,/en/players/peter-mcnamara/m051/overview,peter-mcnamara,m051,64.0,Jimmy Connors,/en/players/jimmy-connors/c044/overview,jimmy-connors,c044
1983,9,,Vina del Mar,204,vina-del-mar,1983-204,Vina del Mar,1983/02/14,2,14,16.0,Outdoor,Clay,"$88,500",USD,88500,/en/scores/archive/vina-del-mar/204/1983/results,Hans Gildemeister,/en/players/hans-gildemeister/g015/overview,hans-gildemeister,g015,Belus Prajoux,/en/players/belus-prajoux/p046/overview,belus-prajoux,p046,32.0,Victor Pecci,/en/players/victor-pecci/p015/overview,victor-pecci,p015
1983,10,,Delray Beach WCT,803,delray-beach,1983-803,Delray Beach,1983/02/21,2,21,16.0,Outdoor,Clay,"$300,000",USD,300000,/en/scores/archive/delray-beach/803/1983/results,Pavel Slozil,/en/players/pavel-slozil/s056/overview,pavel-slozil,s056,Tomas Smid,/en/players/tomas-smid/s058/overview,tomas-smid,s058,32.0,Guillermo Vilas,/en/players/guillermo-vilas/v028/overview,guillermo-vilas,v028
