tourney_year,tourney_order,tourney_type_id,tourney_name,tourney_id,tourney_slug,tourney_year_id,tourney_location,tourney_date,tourney_month,tourney_day,tourney_doubles_draw,tourney_conditions,tourney_surface,tourney_fin_commit_raw,currency,tourney_fin_commit,tourney_url_suffix,doubles_winner_1_name,doubles_winner_1_url,doubles_winner_1_player_slug,doubles_winner_1_player_id,doubles_winner_2_name,doubles_winner_2_url,doubles_winner_2_player_slug,doubles_winner_2_player_id,tourney_singles_draw,singles_winner_name,singles_winner_url,singles_winner_player_slug,singles_winner_player_id
1985,1,,WCT Doubles Finals,601,london,1985-601,London,1985/01/02,1,2,8.0,Indoor,Carpet,"$200,000",USD,200000,/en/scores/archive/london/601/1985/results,Ken Flach,/en/players/ken-flach/f029/overview,ken-flach,f029,Robert Seguso,/en/players/robert-seguso/s034/overview,robert-seguso,s034,,,,,
1985,2,,Auckland,301,auckland,1985-301,Auckland,1985/01/07,1,7,16.0,Outdoor,Hard,"$94,200",USD,94200,/en/scores/archive/auckland/301/1985/results,John Fitzgerald,/en/players/john-fitzgerald/f028/overview,john-fitzgerald,f028,Chris Lewis,/en/players/chris-lewis/l024/overview,chris-lewis,l024,32.0,Chris Lewis,/en/players/chris-lewis/l024/overview,chris-lewis,l024
1985,3,,Philadelphia,401,philadelphia,1985-401,Philadelphia,1985/01/21,1,21,24.0,Indoor,Carpet,"$375,000",USD,375000,/en/scores/archive/philadelphia/401/1985/results,Joakim Nystrom,/en/players/joakim-nystrom/n030/overview,joakim-nystrom,n030,Mats Wilander,/en/players/mats-wilander/w023/overview,mats-wilander,w023,48.0,John McEnroe,/en/players/john-mcenroe/m047/overview,john-mcenroe,m047
1985,4,,Memphis,402,memphis,1985-402,Memphis,1985/01/28,1,28,24.0,Indoor,Carpet,"$315,000",USD,315000,/en/scores/archive/memphis/402/1985/results,Pavel Slozil,/en/players/pavel-slozil/s056/overview,pavel-slozil,s056,Tomas Smid,/en/players/tomas-smid/s058/overview,tomas-smid,s058,48.0,Stefan Edberg,/en/players/stefan-edberg/e004/overview,stefan-edberg,e004
1985,5,,Delray Beach,403,delray-beach,1985-403,Delray Beach,1985/02/04,2,4,64.0,Outdoor,Hard,"$900,000",USD,900000,/en/scores/archive/delray-beach/403/1985/results,Paul Annacone,/en/players/paul-annacone/a027/overview,paul-annacone,a027,Christo Van Rensburg,/en/players/christo-van-rensburg/v014/overview,christo-van-rensburg,v014,128.0,Tim Mayotte,/en/players/tim-mayotte/m041/overview,tim-mayotte,m041
1985,6,,La Quinta,404,la-quinta,1985-404,La Quinta,1985/02/18,2,18,28.0,Outdoor,Hard,"$375,000",USD,375000,/en/scores/archive/la-quinta/404/1985/results,Heinz Gunthardt,/en/players/heinz-gunthardt/g050/overview,heinz-gunthardt,g050,Balazs Taroczy,/en/players/balazs-taroczy/t007/overview,balazs-taroczy,t007,56.0,Larry Stefanki,/en/players/larry-stefanki/s081/overview,larry-stefanki,s081
1985,7,,Toronto Indoor,302,toronto,1985-302,Toronto,1985/02/18,2,18,16.0,Indoor,Carpet,"$150,000",USD,150000,/en/scores/archive/toronto/302/1985/results,Peter Fleming,/en/players/peter-fleming/f030/overview,peter-fleming,f030,Anders Jarryd,/en/players/anders-jarryd/j006/overview,anders-jarryd,j006,32.0,Kevin Curren,/en/players/kevin-curren/c057/overview,kevin-curren,c057
1985,8,,Houston,405,houston,1985-405,Houston,1985/02/25,2,25,16.0,Indoor,Carpet,"$375,000",USD,375000,/en/scores/archive/houston/405/1985/results,Peter Fleming,/en/players/peter-fleming/f030/overview,peter-fleming,f030,John McEnroe,/en/players/john-mcenroe/m047/overview,john-mcenroe,m047,32.0,John McEnroe,/en/players/john-mcenroe/m047/overview,john-mcenroe,m047
1985,9,,Buenos Aires,303,buenos-aires,1985-303,Buenos Aires,1985/02/25,2,25,16.0,Outdoor,Clay,"$94,200",USD,94200,/en/scores/archive/buenos-aires/303/1985/results,Martin Jaite,/en/players/martin-jaite/j004/overview,martin-jaite,j004,Christian Miniussi,/en/players/christian-miniussi/m069/overview,christian-miniussi,m069,32.0,Martin Jaite,/en/players/martin-jaite/j004/overview,martin-jaite,j004
1985,10,,Brussels,406,brussels,1985-406,Brussels,1985/03/11,3,11,16.0,Indoor,Carpet,"$267,000",USD,267000,/en/scores/archive/brussels/406/1985/results,Stefan Edberg,/en/players/stefan-edberg/e004/overview,stefan-edberg,e004,Anders Jarryd,/en/players/anders-jarryd/j006/overview,anders-jarryd,j006,32.0,Anders Jarryd,/en/players/anders-jarryd/j006/overview,anders-jarryd,j006
