tourney_year,tourney_order,tourney_type_id,tourney_name,tourney_id,tourney_slug,tourney_year_id,tourney_location,tourney_date,tourney_month,tourney_day,tourney_singles_draw,tourney_doubles_draw,tourney_conditions,tourney_surface,tourney_fin_commit_raw,currency,tourney_fin_commit,tourney_url_suffix,singles_winner_name,singles_winner_url,singles_winner_player_slug,singles_winner_player_id,doubles_winner_1_name,doubles_winner_1_url,doubles_winner_1_player_slug,doubles_winner_1_player_id,doubles_winner_2_name,doubles_winner_2_url,doubles_winner_2_player_slug,doubles_winner_2_player_id
1991,1,,Adelaide,7308,adelaide,1991-7308,Adelaide,1990/12/31,12,31,32.0,16.0,Outdoor,Hard,"$175,000",USD,175000.0,/en/scores/archive/adelaide/7308/1991/results,Nicklas Kulti,/en/players/nicklas-kulti/k181/overview,nicklas-kulti,k181,Wayne Ferreira,/en/players/wayne-ferreira/f196/overview,wayne-ferreira,f196,Stefan Kruger,/en/players/stefan-kruger/k028/overview,stefan-kruger,k028
1991,2,,Wellington,354,wellington,1991-354,Wellington,1990/12/31,12,31,32.0,16.0,Outdoor,Hard,"$175,000",USD,175000.0,/en/scores/archive/wellington/354/1991/results,Richard Fromberg,/en/players/richard-fromberg/f164/overview,richard-fromberg,f164,Luiz Mattar,/en/players/luiz-mattar/m035/overview,luiz-mattar,m035,Nicolas Pereira,/en/players/nicolas-pereira/p218/overview,nicolas-pereira,p218
1991,3,,Sydney-1,338,sydney,1991-338,Sydney,1991/01/07,1,7,32.0,16.0,Outdoor,Hard,"$250,000",USD,250000.0,/en/scores/archive/sydney/338/1991/results,Guy Forget,/en/players/guy-forget/f035/overview,guy-forget,f035,Scott Davis,/en/players/scott-davis/d004/overview,scott-davis,d004,David Pate,/en/players/david-pate/p012/overview,david-pate,p012
1991,4,,Auckland,301,auckland,1991-301,Auckland,1991/01/07,1,7,32.0,16.0,Outdoor,Hard,"$175,000",USD,175000.0,/en/scores/archive/auckland/301/1991/results,Karel Novacek,/en/players/karel-novacek/n025/overview,karel-novacek,n025,Sergio Casal,/en/players/sergio-casal/c024/overview,sergio-casal,c024,Emilio Sanchez,/en/players/emilio-sanchez/s014/overview,emilio-sanchez,s014
1991,5,grandslam,Australian Open,580,australian-open,1991-580,Melbourne,1991/01/14,1,14,128.0,64.0,Outdoor,Hard,,,,/en/scores/archive/australian-open/580/1991/results,Boris Becker,/en/players/boris-becker/b028/overview,boris-becker,b028,Scott Davis,/en/players/scott-davis/d004/overview,scott-davis,d004,David Pate,/en/players/david-pate/p012/overview,david-pate,p012
1991,6,,Milan,408,milan,1991-408,Milan,1991/02/04,2,4,32.0,16.0,Indoor,Carpet,"$600,000",USD,600000.0,/en/scores/archive/milan/408/1991/results,Alexander Volkov,/en/players/alexander-volkov/v037/overview,alexander-volkov,v037,Omar Camporese,/en/players/omar-camporese/c009/overview,omar-camporese,c009,Goran Ivanisevic,/en/players/goran-ivanisevic/i034/overview,goran-ivanisevic,i034
1991,7,,San Francisco,424,san-francisco,1991-424,San Francisco,1991/02/04,2,4,32.0,16.0,Indoor,Carpet,"$250,000",USD,250000.0,/en/scores/archive/san-francisco/424/1991/results,Darren Cahill,/en/players/darren-cahill/c001/overview,darren-cahill,c001,Wally Masur,/en/players/wally-masur/m030/overview,wally-masur,m030,Jason Stoltenberg,/en/players/jason-stoltenberg/s331/overview,jason-stoltenberg,s331
1991,8,,Guaruja-1,201,guaruja,1991-201,Guaruja,1991/02/04,2,4,32.0,16.0,Outdoor,Hard,"$150,000",USD,150000.0,/en/scores/archive/guaruja/201/1991/results,Patrick Baur,/en/players/patrick-baur/b293/overview,patrick-baur,b293,Olivier Delaitre,/en/players/olivier-delaitre/d015/overview,olivier-delaitre,d015,Rodolphe Gilbert,/en/players/rodolphe-gilbert/g108/overview,rodolphe-gilbert,g108
1991,9,,Philadelphia,401,philadelphia,1991-401,Philadelphia,1991/02/11,2,11,48.0,24.0,Indoor,Carpet,"$1,000,000",USD,1000000.0,/en/scores/archive/philadelphia/401/1991/results,Ivan Lendl,/en/players/ivan-lendl/l018/overview,ivan-lendl,l018,Rick Leach,/en/players/rick-leach/l013/overview,rick-leach,l013,Jim Pugh,/en/players/jim-pugh/p052/overview,jim-pugh,p052
1991,10,,Brussels,406,brussels,1991-406,Brussels,1991/02/11,2,11,32.0,16.0,Indoor,Carpet,"$600,000",USD,600000.0,/en/scores/archive/brussels/406/1991/results,Guy Forget,/en/players/guy-forget/f035/overview,guy-forget,f035,Mark Woodforde,/en/players/mark-woodforde/w035/overview,mark-woodforde,w035,Todd Woodbridge,/en/players/todd-woodbridge/w136/overview,todd-woodbridge,w136
