tourney_year,tourney_order,tourney_type_id,tourney_name,tourney_id,tourney_slug,tourney_year_id,tourney_location,tourney_date,tourney_month,tourney_day,tourney_singles_draw,tourney_conditions,tourney_surface,tourney_fin_commit_raw,tourney_url_suffix,singles_winner_name,singles_winner_url,singles_winner_player_slug,singles_winner_player_id,tourney_doubles_draw
1967,1,grandslam,Australian Championships,580,australian-championships,1967-580,"Adelaide, Australia",1967/01/20,1,20,64,Outdoor,Grass,,/en/scores/archive/australian-championships/580/1967/results,Roy Emerson,/en/players/roy-emerson/e030/overview,roy-emerson,e030,
1967,2,grandslam,French Championships,520,french-championships,1967-520,"Paris, France",1967/05/22,5,22,128,Outdoor,Clay,,/en/scores/archive/french-championships/520/1967/results,Roy Emerson,/en/players/roy-emerson/e030/overview,roy-emerson,e030,
1967,3,grandslam,Wimbledon,540,wimbledon,1967-540,London,1967/06/26,6,26,128,Outdoor,Grass,,/en/scores/archive/wimbledon/540/1967/results,John Newcombe,/en/players/john-newcombe/n044/overview,john-newcombe,n044,64.0
1967,4,grandslam,US Championships,560,us-championships,1967-560,"New York, United States",1967/08/30,8,30,128,Outdoor,Grass,,/en/scores/archive/us-championships/560/1967/results,John Newcombe,/en/players/john-newcombe/n044/overview,john-newcombe,n044,
