tourney_year,tourney_order,tourney_type_id,tourney_name,tourney_id,tourney_slug,tourney_year_id,tourney_location,tourney_date,tourney_month,tourney_day,tourney_singles_draw,tourney_conditions,tourney_surface,tourney_fin_commit_raw,tourney_url_suffix,singles_winner_name,singles_winner_url,singles_winner_player_slug,singles_winner_player_id
1927,1,grandslam,Australian Championships,580,australian-championships,1927-580,"Melbourne, Australia",1927/01/22,1,22,64,Outdoor,Grass,,/en/scores/archive/australian-championships/580/1927/results,Gerald Patterson,/en/players/gerald-patterson/pj50/overview,gerald-patterson,pj50
1927,2,grandslam,French Championships,520,french-championships,1927-520,"Saint Cloud, France",1927/05/24,5,24,128,Outdoor,Grass,,/en/scores/archive/french-championships/520/1927/results,Rene Lacoste,/en/players/rene-lacoste/lf18/overview,rene-lacoste,lf18
1927,3,grandslam,Wimbledon,540,wimbledon,1927-540,"London, Great Britain",1927/06/20,6,20,128,Outdoor,Grass,,/en/scores/archive/wimbledon/540/1927/results,Henri Cochet,/en/players/henri-cochet/cj19/overview,henri-cochet,cj19
1927,4,grandslam,US Championships,560,us-championships,1927-560,"New York, United States",1927/09/12,9,12,64,Outdoor,Grass,,/en/scores/archive/us-championships/560/1927/results,Rene Lacoste,/en/players/rene-lacoste/lf18/overview,rene-lacoste,lf18
