tourney_year,tourney_order,tourney_type_id,tourney_name,tourney_id,tourney_slug,tourney_year_id,tourney_location,tourney_date,tourney_month,tourney_day,tourney_doubles_draw,tourney_conditions,tourney_surface,tourney_fin_commit_raw,currency,tourney_fin_commit,tourney_url_suffix,doubles_winner_1_name,doubles_winner_1_url,doubles_winner_1_player_slug,doubles_winner_1_player_id,doubles_winner_2_name,doubles_winner_2_url,doubles_winner_2_player_slug,doubles_winner_2_player_id,tourney_singles_draw,singles_winner_name,singles_winner_url,singles_winner_player_slug,singles_winner_player_id
1984,39,,Livingston,318,livingston,1984-318,Livingston,1984/07/30,7,30,16.0,Outdoor,Hard,"$88,500",USD,88500,/en/scores/archive/livingston/318/1984/results,Scott Davis,/en/players/scott-davis/d004/overview,scott-davis,d004,Ben Testerman,/en/players/ben-testerman/t014/overview,ben-testerman,t014,32.0,Johan Kriek,/en/players/johan-kriek/k022/overview,johan-kriek,k022
1984,40,,Indianapolis,717,indianapolis,1984-717,Indianapolis,1984/08/06,8,6,28.0,Outdoor,Clay,"$375,000",USD,375000,/en/scores/archive/indianapolis/717/1984/results,Ken Flach,/en/players/ken-flach/f029/overview,ken-flach,f029,Robert Seguso,/en/players/robert-seguso/s034/overview,robert-seguso,s034,56.0,Andres Gomez,/en/players/andres-gomez/g023/overview,andres-gomez,g023
1984,41,,Cleveland,320,cleveland,1984-320,Cleveland,1984/08/06,8,6,16.0,Outdoor,Hard,"$88,500",USD,88500,/en/scores/archive/cleveland/320/1984/results,Francisco Gonzalez,/en/players/francisco-gonzalez/g024/overview,francisco-gonzalez,g024,Matt Mitchell,/en/players/matt-mitchell/m071/overview,matt-mitchell,m071,32.0,Terry Moor,/en/players/terry-moor/m081/overview,terry-moor,m081
1984,42,,Toronto,421,toronto,1984-421,Toronto,1984/08/13,8,13,28.0,Outdoor,Hard,"$375,000",USD,375000,/en/scores/archive/toronto/421/1984/results,Peter Fleming,/en/players/peter-fleming/f030/overview,peter-fleming,f030,John McEnroe,/en/players/john-mcenroe/m047/overview,john-mcenroe,m047,56.0,John McEnroe,/en/players/john-mcenroe/m047/overview,john-mcenroe,m047
1984,43,,Columbus,343,columbus,1984-343,Columbus,1984/08/13,8,13,16.0,Outdoor,Hard,"$117,000",USD,117000,/en/scores/archive/columbus/343/1984/results,Sandy Mayer,/en/players/sandy-mayer/m039/overview,sandy-mayer,m039,Stan Smith,/en/players/stan-smith/s060/overview,stan-smith,s060,32.0,Brad Gilbert,/en/players/brad-gilbert/g016/overview,brad-gilbert,g016
1984,44,,Cincinnati,422,cincinnati,1984-422,Cincinnati,1984/08/20,8,20,32.0,Outdoor,Hard,"$375,000",USD,375000,/en/scores/archive/cincinnati/422/1984/results,Francisco Gonzalez,/en/players/francisco-gonzalez/g024/overview,francisco-gonzalez,g024,Matt Mitchell,/en/players/matt-mitchell/m071/overview,matt-mitchell,m071,64.0,Mats Wilander,/en/players/mats-wilander/w023/overview,mats-wilander,w023
1984,45,grandslam,US Open,560,us-open,1984-560,New York,1984/08/28,8,28,64.0,Outdoor,Hard,"$1,250,000",USD,1250000,/en/scores/archive/us-open/560/1984/results,John Fitzgerald,/en/players/john-fitzgerald/f028/overview,john-fitzgerald,f028,Tomas Smid,/en/players/tomas-smid/s058/overview,tomas-smid,s058,128.0,John McEnroe,/en/players/john-mcenroe/m047/overview,john-mcenroe,m047
1984,46,,Los Angeles,423,los-angeles,1984-423,Los Angeles,1984/09/10,9,10,24.0,Outdoor,Hard,"$265,000",USD,265000,/en/scores/archive/los-angeles/423/1984/results,Ken Flach,/en/players/ken-flach/f029/overview,ken-flach,f029,Robert Seguso,/en/players/robert-seguso/s034/overview,robert-seguso,s034,48.0,Jimmy Connors,/en/players/jimmy-connors/c044/overview,jimmy-connors,c044
1984,47,,Palermo,325,palermo,1984-325,Palermo,1984/09/10,9,10,16.0,Outdoor,Clay,"$117,000",USD,117000,/en/scores/archive/palermo/325/1984/results,Tomas Smid,/en/players/tomas-smid/s058/overview,tomas-smid,s058,Blaine Willenborg,/en/players/blaine-willenborg/w022/overview,blaine-willenborg,w022,32.0,Francesco Cancellotti,/en/players/francesco-cancellotti/c013/overview,francesco-cancellotti,c013
1984,48,,Tel Aviv,330,tel-aviv,1984-330,Tel Aviv,1984/09/10,9,10,16.0,Outdoor,Hard,"$88,500",USD,88500,/en/scores/archive/tel-aviv/330/1984/results,Peter Doohan,/en/players/peter-doohan/d036/overview,peter-doohan,d036,Brian Levine,/en/players/brian-levine/l022/overview,brian-levine,l022,32.0,Aaron Krickstein,/en/players/aaron-krickstein/k023/overview,aaron-krickstein,k023
1984,49,,San Francisco,424,san-francisco,1984-424,San Francisco,1984/09/17,9,17,16.0,Indoor,Carpet,"$265,000",USD,265000,/en/scores/archive/san-francisco/424/1984/results,Peter Fleming,/en/players/peter-fleming/f030/overview,peter-fleming,f030,John McEnroe,/en/players/john-mcenroe/m047/overview,john-mcenroe,m047,32.0,John McEnroe,/en/players/john-mcenroe/m047/overview,john-mcenroe,m047
1984,50,,Geneva,322,geneva,1984-322,Geneva,1984/09/17,9,17,16.0,Outdoor,Clay,"$117,000",USD,117000,/en/scores/archive/geneva/322/1984/results,Michael Mortensen,/en/players/michael-mortensen/m090/overview,michael-mortensen,m090,Mats Wilander,/en/players/mats-wilander/w023/overview,mats-wilander,w023,32.0,Aaron Krickstein,/en/players/aaron-krickstein/k023/overview,aaron-krickstein,k023
1984,51,,Bordeaux,323,bordeaux,1984-323,Bordeaux,1984/09/17,9,17,16.0,Outdoor,Clay,"$88,500",USD,88500,/en/scores/archive/bordeaux/323/1984/results,Pavel Slozil,/en/players/pavel-slozil/s056/overview,pavel-slozil,s056,Blaine Willenborg,/en/players/blaine-willenborg/w022/overview,blaine-willenborg,w022,32.0,Jose Higueras,/en/players/jose-higueras/h019/overview,jose-higueras,h019
1984,52,,Honolulu,324,honolulu,1984-324,Honolulu,1984/09/24,9,24,16.0,Indoor,Carpet,"$117,000",USD,117000,/en/scores/archive/honolulu/324/1984/results,Gary Donnelly,/en/players/gary-donnelly/d034/overview,gary-donnelly,d034,Butch Walts,/en/players/butch-walts/w002/overview,butch-walts,w002,32.0,Marty Davis,/en/players/marty-davis/d005/overview,marty-davis,d005
1984,53,,Barcelona,425,barcelona,1984-425,Barcelona,1984/10/01,10,1,32.0,Outdoor,Clay,"$265,000",USD,265000,/en/scores/archive/barcelona/425/1984/results,Pavel Slozil,/en/players/pavel-slozil/s056/overview,pavel-slozil,s056,Tomas Smid,/en/players/tomas-smid/s058/overview,tomas-smid,s058,64.0,Mats Wilander,/en/players/mats-wilander/w023/overview,mats-wilander,w023
1984,54,,Brisbane,326,brisbane,1984-326,Brisbane,1984/10/01,10,1,16.0,Indoor,Carpet,"$117,000",USD,117000,/en/scores/archive/brisbane/326/1984/results,Francisco Gonzalez,/en/players/francisco-gonzalez/g024/overview,francisco-gonzalez,g024,Matt Mitchell,/en/players/matt-mitchell/m071/overview,matt-mitchell,m071,32.0,Eliot Teltscher,/en/players/eliot-teltscher/t012/overview,eliot-teltscher,t012
1984,55,,Sydney-1,427,sydney,1984-427,Sydney,1984/10/08,10,8,16.0,Indoor,Hard,"$285,000",USD,285000,/en/scores/archive/sydney/427/1984/results,Anders Jarryd,/en/players/anders-jarryd/j006/overview,anders-jarryd,j006,Hans Simonsson,/en/players/hans-simonsson/s053/overview,hans-simonsson,s053,32.0,Anders Jarryd,/en/players/anders-jarryd/j006/overview,anders-jarryd,j006
1984,56,,Basel,328,basel,1984-328,Basel,1984/10/08,10,8,16.0,Indoor,Hard,"$150,000",USD,150000,/en/scores/archive/basel/328/1984/results,Pavel Slozil,/en/players/pavel-slozil/s056/overview,pavel-slozil,s056,Tomas Smid,/en/players/tomas-smid/s058/overview,tomas-smid,s058,32.0,Joakim Nystrom,/en/players/joakim-nystrom/n030/overview,joakim-nystrom,n030
1984,57,,Tokyo-1,329,tokyo,1984-329,Tokyo,1984/10/08,10,8,32.0,Outdoor,Hard,"$150,000",USD,150000,/en/scores/archive/tokyo/329/1984/results,David Dowlen,/en/players/david-dowlen/d038/overview,david-dowlen,d038,Nduka Odizor,/en/players/nduka-odizor/o006/overview,nduka-odizor,o006,64.0,David Pate,/en/players/david-pate/p012/overview,david-pate,p012
1984,58,,Tokyo-2,428,tokyo,1984-428,Tokyo,1984/10/15,10,15,16.0,Indoor,Carpet,"$375,000",USD,375000,/en/scores/archive/tokyo/428/1984/results,Tony Giammalva,/en/players/tony-giammalva/g011/overview,tony-giammalva,g011,Sammy Giammalva Jr.,/en/players/sammy-giammalva-jr./g013/overview,sammy-giammalva-jr.,g013,32.0,Jimmy Connors,/en/players/jimmy-connors/c044/overview,jimmy-connors,c044
1984,59,,Melbourne-1,9342,melbourne,1984-9342,Melbourne,1984/10/15,10,15,16.0,Indoor,Carpet,"$188,250",USD,188250,/en/scores/archive/melbourne/9342/1984/results,Broderick Dyke,/en/players/broderick-dyke/d049/overview,broderick-dyke,d049,Wally Masur,/en/players/wally-masur/m030/overview,wally-masur,m030,32.0,Matt Mitchell,/en/players/matt-mitchell/m071/overview,matt-mitchell,m071
1984,60,,Cologne,332,cologne,1984-332,Cologne,1984/10/15,10,15,16.0,Indoor,Hard,"$88,500",USD,88500,/en/scores/archive/cologne/332/1984/results,Wojtek Fibak,/en/players/wojtek-fibak/f020/overview,wojtek-fibak,f020,Sandy Mayer,/en/players/sandy-mayer/m039/overview,sandy-mayer,m039,32.0,Joakim Nystrom,/en/players/joakim-nystrom/n030/overview,joakim-nystrom,n030
1984,61,,Hong Kong,336,hong-kong,1984-336,Hong Kong,1984/10/22,10,22,16.0,Outdoor,Hard,"$265,000",USD,265000,/en/scores/archive/hong-kong/336/1984/results,Ken Flach,/en/players/ken-flach/f029/overview,ken-flach,f029,Robert Seguso,/en/players/robert-seguso/s034/overview,robert-seguso,s034,32.0,Andres Gomez,/en/players/andres-gomez/g023/overview,andres-gomez,g023
1984,62,,Vienna,337,vienna,1984-337,Vienna,1984/10/22,10,22,16.0,Indoor,Hard,"$117,000",USD,117000,/en/scores/archive/vienna/337/1984/results,Wojtek Fibak,/en/players/wojtek-fibak/f020/overview,wojtek-fibak,f020,Sandy Mayer,/en/players/sandy-mayer/m039/overview,sandy-mayer,m039,32.0,Tim Wilkison,/en/players/tim-wilkison/w019/overview,tim-wilkison,w019
1984,63,,Stockholm,429,stockholm,1984-429,Stockholm,1984/10/29,10,29,24.0,Indoor,Hard,"$315,000",USD,315000,/en/scores/archive/stockholm/429/1984/results,Henri Leconte,/en/players/henri-leconte/l014/overview,henri-leconte,l014,Tomas Smid,/en/players/tomas-smid/s058/overview,tomas-smid,s058,48.0,John McEnroe,/en/players/john-mcenroe/m047/overview,john-mcenroe,m047
1984,64,,Taipei,333,taipei,1984-333,"Taipei, Chinese Taipei",1984/10/29,10,29,16.0,Indoor,Carpet,"$88,500",USD,88500,/en/scores/archive/taipei/333/1984/results,Ken Flach,/en/players/ken-flach/f029/overview,ken-flach,f029,Robert Seguso,/en/players/robert-seguso/s034/overview,robert-seguso,s034,32.0,Brad Gilbert,/en/players/brad-gilbert/g016/overview,brad-gilbert,g016
1984,65,,Wembley,430,wembley,1984-430,Wembley,1984/11/05,11,5,16.0,Indoor,Carpet,"$315,000",USD,315000,/en/scores/archive/wembley/430/1984/results,Andres Gomez,/en/players/andres-gomez/g023/overview,andres-gomez,g023,Ivan Lendl,/en/players/ivan-lendl/l018/overview,ivan-lendl,l018,32.0,Ivan Lendl,/en/players/ivan-lendl/l018/overview,ivan-lendl,l018
1984,66,,Treviso,335,treviso,1984-335,Treviso,1984/11/12,11,12,16.0,Indoor,Carpet,"$88,500",USD,88500,/en/scores/archive/treviso/335/1984/results,Pavel Slozil,/en/players/pavel-slozil/s056/overview,pavel-slozil,s056,Tim Wilkison,/en/players/tim-wilkison/w019/overview,tim-wilkison,w019,32.0,Vitas Gerulaitis,/en/players/vitas-gerulaitis/g008/overview,vitas-gerulaitis,g008
