tourney_year,tourney_order,tourney_type_id,tourney_name,tourney_id,tourney_slug,tourney_year_id,tourney_location,tourney_date,tourney_month,tourney_day,tourney_singles_draw,tourney_conditions,tourney_surface,tourney_fin_commit_raw,tourney_url_suffix,singles_winner_name,singles_winner_url,singles_winner_player_slug,singles_winner_player_id
1958,1,grandslam,Australian Championships,580,australian-championships,1958-580,"Sydney, Australia",1958/01/17,1,17,32,Outdoor,Grass,,/en/scores/archive/australian-championships/580/1958/results,Ashley Cooper,/en/players/ashley-cooper/c229/overview,ashley-cooper,c229
1958,2,grandslam,French Championships,520,french-championships,1958-520,"Paris, France",1958/05/20,5,20,128,Outdoor,Clay,,/en/scores/archive/french-championships/520/1958/results,Mervyn Rose,/en/players/mervyn-rose/r163/overview,mervyn-rose,r163
1958,3,grandslam,Wimbledon,540,wimbledon,1958-540,"London, Great Britain",1958/06/23,6,23,128,Outdoor,Grass,,/en/scores/archive/wimbledon/540/1958/results,Ashley Cooper,/en/players/ashley-cooper/c229/overview,ashley-cooper,c229
1958,4,grandslam,US Championships,560,us-championships,1958-560,"New York, United States",1958/08/29,8,29,128,Outdoor,Grass,,/en/scores/archive/us-championships/560/1958/results,Ashley Cooper,/en/players/ashley-cooper/c229/overview,ashley-cooper,c229
