tourney_year,tourney_order,tourney_type_id,tourney_name,tourney_id,tourney_slug,tourney_year_id,tourney_location,tourney_date,tourney_month,tourney_day,tourney_singles_draw,tourney_conditions,tourney_surface,tourney_fin_commit_raw,currency,tourney_fin_commit,tourney_url_suffix,singles_winner_name,singles_winner_url,singles_winner_player_slug,singles_winner_player_id,tourney_doubles_draw,doubles_winner_1_name,doubles_winner_1_url,doubles_winner_1_player_slug,doubles_winner_1_player_id,doubles_winner_2_name,doubles_winner_2_url,doubles_winner_2_player_slug,doubles_winner_2_player_id
1970,14,,Hampton,657,hampton,1970-657,"Hampton, United States",1970/03/02,3,2,32.0,Indoor,Carpet,"$25,000",USD,25000.0,/en/scores/archive/hampton/657/1970/results,Stan Smith,/en/players/stan-smith/s060/overview,stan-smith,s060,,,,,,,,,
1970,15,,London-1,6812,london,1970-6812,"London, Great Britain",1970/03/04,3,4,16.0,Indoor,Carpet,"$24,000",USD,24000.0,/en/scores/archive/london/6812/1970/results,Marty Riessen,/en/players/marty-riessen/r055/overview,marty-riessen,r055,,,,,,,,,
1970,16,,WCT Aetna World Cup,9205,cambridge,1970-9205,"Cambridge, United States",1970/03/09,3,9,5.0,Indoor,Clay,"$20,000",USD,20000.0,/en/scores/archive/cambridge/9205/1970/results,,,,,,,,,,,,,
1970,17,,Caracas,344,caracas,1970-344,"Caracas, Venezuela",1970/03/09,3,9,32.0,Outdoor,Hard,,,,/en/scores/archive/caracas/344/1970/results,Tom Gorman,/en/players/tom-gorman/g078/overview,tom-gorman,g078,,,,,,,,,
1970,18,,Sydney,3941,sydney,1970-3941,"Sydney, Australia",1970/03/16,3,16,32.0,Outdoor,Grass,"$25,000",USD,25000.0,/en/scores/archive/sydney/3941/1970/results,Rod Laver,/en/players/rod-laver/l058/overview,rod-laver,l058,,,,,,,,,
1970,19,,Barranquilla,3940,barranquilla,1970-3940,"Barranquilla, Colombia",1970/03/16,3,16,64.0,Outdoor,Clay,"$10,000",USD,10000.0,/en/scores/archive/barranquilla/3940/1970/results,Zeljko Franulovic,/en/players/zeljko-franulovic/f074/overview,zeljko-franulovic,f074,,,,,,,,,
1970,20,,Curacao,9277,willemstad,1970-9277,"Willemstad, Curacao",1970/03/23,3,23,32.0,Outdoor,Hard,"$6,500",USD,6500.0,/en/scores/archive/willemstad/9277/1970/results,Gerald Battrick,/en/players/gerald-battrick/b124/overview,gerald-battrick,b124,,,,,,,,,
1970,21,,Johannesburg,426,johannesburg,1970-426,"Johannesburg, South Africa",1970/03/24,3,24,128.0,Outdoor,Hard,"$35,000",USD,35000.0,/en/scores/archive/johannesburg/426/1970/results,Rod Laver,/en/players/rod-laver/l058/overview,rod-laver,l058,,,,,,,,,
1970,22,,Jacksonville,2047,jacksonville,1970-2047,"Jacksonville, United States",1970/03/25,3,25,32.0,Outdoor,Clay,"$8,000",USD,8000.0,/en/scores/archive/jacksonville/2047/1970/results,Arthur Ashe,/en/players/arthur-ashe/a063/overview,arthur-ashe,a063,,,,,,,,,
1970,23,,San Juan,6817,san-juan,1970-6817,"San Juan, Puerto Rico",1970/03/30,3,30,64.0,Outdoor,Hard,"$10,000",USD,10000.0,/en/scores/archive/san-juan/6817/1970/results,Arthur Ashe,/en/players/arthur-ashe/a063/overview,arthur-ashe,a063,,,,,,,,,
1970,24,,Durban,260,durban,1970-260,"Durban, South Africa",1970/04/06,4,6,64.0,Outdoor,Hard,"$12,500",USD,12500.0,/en/scores/archive/durban/260/1970/results,Bob Hewitt,/en/players/bob-hewitt/h058/overview,bob-hewitt,h058,,,,,,,,,
1970,25,,St. Petersburg,6818,st-petersburg,1970-6818,"St. Petersburg, United States",1970/04/06,4,6,64.0,Outdoor,Clay,"$6,500",USD,6500.0,/en/scores/archive/st-petersburg/6818/1970/results,Jan Kodes,/en/players/jan-kodes/k049/overview,jan-kodes,k049,,,,,,,,,
1970,26,,Kingston,9204,kingston,1970-9204,"Kingston, Jamaica",1970/04/06,4,6,32.0,Outdoor,Hard,"$6,000",USD,6000.0,/en/scores/archive/kingston/9204/1970/results,Christian Kuhnke,/en/players/christian-kuhnke/k138/overview,christian-kuhnke,k138,,,,,,,,,
1970,27,,Monte Carlo,410,monte-carlo,1970-410,"Monte Carlo, Monaco",1970/04/13,4,13,64.0,Outdoor,Clay,"$17,000",USD,17000.0,/en/scores/archive/monte-carlo/410/1970/results,Zeljko Franulovic,/en/players/zeljko-franulovic/f074/overview,zeljko-franulovic,f074,32.0,Marty Riessen,/en/players/marty-riessen/r055/overview,marty-riessen,r055,Roger Taylor,/en/players/roger-taylor/t050/overview,roger-taylor,t050
1970,28,,Charlotte,436,charlotte,1970-436,"Charlotte, United States",1970/04/13,4,13,32.0,Outdoor,Clay,"$13,500",USD,13500.0,/en/scores/archive/charlotte/436/1970/results,Cliff Richey,/en/players/cliff-richey/r071/overview,cliff-richey,r071,,,,,,,,,
1970,29,,Rome,416,rome,1970-416,"Rome, Italy",1970/04/20,4,20,32.0,Outdoor,Clay,"$28,000",USD,28000.0,/en/scores/archive/rome/416/1970/results,Ilie Nastase,/en/players/ilie-nastase/n008/overview,ilie-nastase,n008,32.0,Ilie Nastase,/en/players/ilie-nastase/n008/overview,ilie-nastase,n008,Ion Tiriac,/en/players/ion-tiriac/t040/overview,ion-tiriac,t040
1970,30,,Houston,405,houston,1970-405,"Houston, United States",1970/04/20,4,20,32.0,Outdoor,Clay,"$25,000",USD,25000.0,/en/scores/archive/houston/405/1970/results,Clark Graebner,/en/players/clark-graebner/g079/overview,clark-graebner,g079,,,,,,,,,
1970,31,,Dallas,388,dallas,1970-388,"Dallas, United States",1970/04/21,4,21,32.0,Indoor,Carpet,"$25,000",USD,25000.0,/en/scores/archive/dallas/388/1970/results,Andres Gimeno,/en/players/andres-gimeno/g075/overview,andres-gimeno,g075,,,,,,,,,
1970,32,,Bournemouth,347,bournemouth,1970-347,"Bournemouth, Great Britain",1970/04/27,4,27,32.0,Outdoor,Clay,"$24,000",USD,24000.0,/en/scores/archive/bournemouth/347/1970/results,Mark Cox,/en/players/mark-cox/c090/overview,mark-cox,c090,,,,,,,,,
1970,33,,Kansas City,9238,kansas-city,1970-9238,"Kansas City, United States",1970/05/01,5,1,8.0,Outdoor,Hard,"$7,500",USD,7500.0,/en/scores/archive/kansas-city/9238/1970/results,Arthur Ashe,/en/players/arthur-ashe/a063/overview,arthur-ashe,a063,,,,,,,,,
1970,34,,Atlanta,412,atlanta,1970-412,"Atlanta, United States",1970/05/06,5,6,16.0,Outdoor,Hard,"$25,000",USD,25000.0,/en/scores/archive/atlanta/412/1970/results,Tom Okker,/en/players/tom-okker/o032/overview,tom-okker,o032,,,,,,,,,
1970,35,,Sacramento,654,sacramento,1970-654,"Sacramento, United States",1970/05/07,5,7,16.0,Outdoor,Hard,"$16,500",USD,16500.0,/en/scores/archive/sacramento/654/1970/results,Arthur Ashe,/en/players/arthur-ashe/a063/overview,arthur-ashe,a063,,,,,,,,,
1970,36,,Berlin,9240,berlin,1970-9240,"Berlin, Germany",1970/05/11,5,11,64.0,Outdoor,Clay,"$15,000",USD,15000.0,/en/scores/archive/berlin/9240/1970/results,Georges Goven,/en/players/georges-goven/g031/overview,georges-goven,g031,,,,,,,,,
1970,37,,Brussels,406,brussels,1970-406,"Brussels, Belgium",1970/05/11,5,11,64.0,Outdoor,Clay,"$10,000",USD,10000.0,/en/scores/archive/brussels/406/1970/results,Tom Okker,/en/players/tom-okker/o032/overview,tom-okker,o032,,,,,,,,,
1970,38,,Las Vegas,413,las-vegas,1970-413,"Las Vegas, United States",1970/05/13,5,13,16.0,Outdoor,Hard,"$47,000",USD,47000.0,/en/scores/archive/las-vegas/413/1970/results,Richard Pancho Gonzales,/en/players/richard-pancho-gonzales/g077/overview,richard-pancho-gonzales,g077,,,,,,,,,
1970,39,grandslam,Roland Garros,520,roland-garros,1970-520,"Paris, France",1970/05/25,5,25,128.0,Outdoor,Clay,"$75,000",USD,75000.0,/en/scores/archive/roland-garros/520/1970/results,Jan Kodes,/en/players/jan-kodes/k049/overview,jan-kodes,k049,128.0,Ilie Nastase,/en/players/ilie-nastase/n008/overview,ilie-nastase,n008,Ion Tiriac,/en/players/ion-tiriac/t040/overview,ion-tiriac,t040
1970,40,,St. Louis,652,st-louis,1970-652,"St. Louis, United States",1970/05/27,5,27,32.0,Outdoor,Hard,"$30,000",USD,30000.0,/en/scores/archive/st-louis/652/1970/results,Rod Laver,/en/players/rod-laver/l058/overview,rod-laver,l058,16.0,Andres Gimeno,/en/players/andres-gimeno/g075/overview,andres-gimeno,g075,John Newcombe,/en/players/john-newcombe/n044/overview,john-newcombe,n044
1970,41,,Manchester,8025,manchester,1970-8025,"Manchester, Great Britain",1970/06/01,6,1,64.0,Outdoor,Grass,"$1,500",USD,1500.0,/en/scores/archive/manchester/8025/1970/results,Robert Lutz,/en/players/robert-lutz/l045/overview,robert-lutz,l045,8.0,,,,,,,,
1970,42,,Casablanca,2063,casablanca,1970-2063,"Casablanca, Morocco",1970/06/02,6,2,16.0,Outdoor,Clay,"$15,000",USD,15000.0,/en/scores/archive/casablanca/2063/1970/results,John Newcombe,/en/players/john-newcombe/n044/overview,john-newcombe,n044,16.0,,,,,,,,
1970,43,,Bristol,313,bristol,1970-313,"Bristol, Great Britain",1970/06/08,6,8,32.0,Outdoor,Grass,"$17,000",USD,17000.0,/en/scores/archive/bristol/313/1970/results,Nikola Pilic,/en/players/nikola-pilic/p080/overview,nikola-pilic,p080,,,,,,,,,
1970,44,,Beckenham,7310,beckenham,1970-7310,"Beckenham, Great Britain",1970/06/08,6,8,64.0,Outdoor,Grass,,,,/en/scores/archive/beckenham/7310/1970/results,Clark Graebner,/en/players/clark-graebner/g079/overview,clark-graebner,g079,,,,,,,,,
1970,45,,London / Queen's Club,311,london,1970-311,"London, Great Britain",1970/06/15,6,15,64.0,Outdoor,Grass,"$7,500",USD,7500.0,/en/scores/archive/london/311/1970/results,Rod Laver,/en/players/rod-laver/l058/overview,rod-laver,l058,32.0,Tom Okker,/en/players/tom-okker/o032/overview,tom-okker,o032,Marty Riessen,/en/players/marty-riessen/r055/overview,marty-riessen,r055
1970,46,,Eastbourne,2049,eastbourne,1970-2049,"Eastbourne, Great Britain",1970/06/15,6,15,32.0,Outdoor,Grass,"$6,000",USD,6000.0,/en/scores/archive/eastbourne/2049/1970/results,Ken Rosewall,/en/players/ken-rosewall/r075/overview,ken-rosewall,r075,16.0,,,,,,,,
1970,47,grandslam,Wimbledon,540,wimbledon,1970-540,"London, Great Britain",1970/06/22,6,22,128.0,Outdoor,Grass,"$64,000",USD,64000.0,/en/scores/archive/wimbledon/540/1970/results,John Newcombe,/en/players/john-newcombe/n044/overview,john-newcombe,n044,64.0,John Newcombe,/en/players/john-newcombe/n044/overview,john-newcombe,n044,Tony Roche,/en/players/tony-roche/r073/overview,tony-roche,r073
1970,48,,Bastad,316,bastad,1970-316,"Bastad, Sweden",1970/07/06,7,6,32.0,Outdoor,Clay,"$25,000",USD,25000.0,/en/scores/archive/bastad/316/1970/results,Dick Crealy,/en/players/dick-crealy/c093/overview,dick-crealy,c093,32.0,Dick Crealy,/en/players/dick-crealy/c093/overview,dick-crealy,c093,Allan Stone,/en/players/allan-stone/s148/overview,allan-stone,s148
1970,49,,Dublin,2029,dublin,1970-2029,"Dublin, Ireland",1970/07/06,7,6,32.0,Outdoor,Grass,"$8,000",USD,8000.0,/en/scores/archive/dublin/2029/1970/results,Tony Roche,/en/players/tony-roche/r073/overview,tony-roche,r073,,,,,,,,,
1970,50,,Newport-1,2050,newport,1970-2050,"Newport, Great Britain",1970/07/06,7,6,64.0,Outdoor,Grass,"$8,000",USD,8000.0,/en/scores/archive/newport/2050/1970/results,Ken Rosewall,/en/players/ken-rosewall/r075/overview,ken-rosewall,r075,,,,,,,,,
1970,51,,Washington,418,washington,1970-418,"Washington, United States",1970/07/13,7,13,64.0,Outdoor,Clay,"$35,000",USD,35000.0,/en/scores/archive/washington/418/1970/results,Cliff Richey,/en/players/cliff-richey/r071/overview,cliff-richey,r071,32.0,Bob Hewitt,/en/players/bob-hewitt/h058/overview,bob-hewitt,h058,Frew McMillan,/en/players/frew-mcmillan/m111/overview,frew-mcmillan,m111
1970,52,,Gstaad,314,gstaad,1970-314,"Gstaad, Switzerland",1970/07/13,7,13,32.0,Outdoor,Clay,"$25,000",USD,25000.0,/en/scores/archive/gstaad/314/1970/results,Tony Roche,/en/players/tony-roche/r073/overview,tony-roche,r073,16.0,Cliff Drysdale,/en/players/cliff-drysdale/d082/overview,cliff-drysdale,d082,Roger Taylor,/en/players/roger-taylor/t050/overview,roger-taylor,t050
1970,53,,Hoylake,6830,hoylake,1970-6830,"Hoylake, Great Britain",1970/07/13,7,13,64.0,Outdoor,Grass,"$8,000",USD,8000.0,/en/scores/archive/hoylake/6830/1970/results,John Newcombe,/en/players/john-newcombe/n044/overview,john-newcombe,n044,,,,,,,,,
1970,54,,Tennis Champions Classic,9289,tennis-champions-classic,1970-9289,United States,1970/07/16,7,16,9.0,Indoor,Carpet,"$200,000",USD,200000.0,/en/scores/archive/tennis-champions-classic/9289/1970/results,Rod Laver,/en/players/rod-laver/l058/overview,rod-laver,l058,,,,,,,,,
1970,55,,Cincinnati,422,cincinnati,1970-422,"Cincinnati, United States",1970/07/20,7,20,64.0,Outdoor,Clay,"$21,000",USD,21000.0,/en/scores/archive/cincinnati/422/1970/results,Ken Rosewall,/en/players/ken-rosewall/r075/overview,ken-rosewall,r075,32.0,Ilie Nastase,/en/players/ilie-nastase/n008/overview,ilie-nastase,n008,Ion Tiriac,/en/players/ion-tiriac/t040/overview,ion-tiriac,t040
1970,56,,Leicester,6831,leicester,1970-6831,"Leicester, Great Britain",1970/07/20,7,20,16.0,Outdoor,Grass,"$6,000",USD,6000.0,/en/scores/archive/leicester/6831/1970/results,Tom Okker,/en/players/tom-okker/o032/overview,tom-okker,o032,,,,,,,,,
1970,57,,Indianapolis,717,indianapolis,1970-717,"Indianapolis, United States",1970/07/27,7,27,64.0,Outdoor,Clay,"$40,000",USD,40000.0,/en/scores/archive/indianapolis/717/1970/results,Cliff Richey,/en/players/cliff-richey/r071/overview,cliff-richey,r071,32.0,Arthur Ashe,/en/players/arthur-ashe/a063/overview,arthur-ashe,a063,Clark Graebner,/en/players/clark-graebner/g079/overview,clark-graebner,g079
1970,58,,Hilversum,317,hilversum,1970-317,"Hilversum, Netherlands",1970/07/27,7,27,64.0,Outdoor,Clay,"$9,000",USD,9000.0,/en/scores/archive/hilversum/317/1970/results,Tom Okker,/en/players/tom-okker/o032/overview,tom-okker,o032,32.0,Bill Bowrey,/en/players/bill-bowrey/b224/overview,bill-bowrey,b224,Owen Davidson,/en/players/owen-davidson/d054/overview,owen-davidson,d054
1970,59,,Louisville,663,louisville,1970-663,"Louisville, United States",1970/07/28,7,28,16.0,Outdoor,Clay,"$25,000",USD,25000.0,/en/scores/archive/louisville/663/1970/results,Rod Laver,/en/players/rod-laver/l058/overview,rod-laver,l058,16.0,John Newcombe,/en/players/john-newcombe/n044/overview,john-newcombe,n044,Tony Roche,/en/players/tony-roche/r073/overview,tony-roche,r073
1970,60,,Boston,417,boston,1970-417,"Boston, United States",1970/08/03,8,3,32.0,Outdoor,Hard,"$50,000",USD,50000.0,/en/scores/archive/boston/417/1970/results,Tony Roche,/en/players/tony-roche/r073/overview,tony-roche,r073,16.0,Roy Emerson,/en/players/roy-emerson/e030/overview,roy-emerson,e030,Rod Laver,/en/players/rod-laver/l058/overview,rod-laver,l058
1970,61,,Munich,308,munich,1970-308,"Munich, Germany",1970/08/03,8,3,32.0,Outdoor,Clay,"$21,000",USD,21000.0,/en/scores/archive/munich/308/1970/results,Ion Tiriac,/en/players/ion-tiriac/t040/overview,ion-tiriac,t040,,,,,,,,,
1970,62,,Toronto,421,toronto,1970-421,"Toronto, Canada",1970/08/10,8,10,32.0,Outdoor,Clay,"$20,000",USD,20000.0,/en/scores/archive/toronto/421/1970/results,Rod Laver,/en/players/rod-laver/l058/overview,rod-laver,l058,16.0,Bill Bowrey,/en/players/bill-bowrey/b224/overview,bill-bowrey,b224,Marty Riessen,/en/players/marty-riessen/r055/overview,marty-riessen,r055
1970,63,,Hamburg,414,hamburg,1970-414,"Hamburg, Germany",1970/08/10,8,10,64.0,Outdoor,Clay,"$18,000",USD,18000.0,/en/scores/archive/hamburg/414/1970/results,Tom Okker,/en/players/tom-okker/o032/overview,tom-okker,o032,32.0,Bob Hewitt,/en/players/bob-hewitt/h058/overview,bob-hewitt,h058,Frew McMillan,/en/players/frew-mcmillan/m111/overview,frew-mcmillan,m111
1970,64,,Columbus,343,columbus,1970-343,"Columbus, United States",1970/08/14,8,14,8.0,Outdoor,Hard,"$12,000",USD,12000.0,/en/scores/archive/columbus/343/1970/results,Robert Lutz,/en/players/robert-lutz/l045/overview,robert-lutz,l045,,,,,,,,,
1970,65,,Haverford,2030,haverford,1970-2030,"Haverford, United States",1970/08/17,8,17,64.0,Outdoor,Grass,"$10,000",USD,10000.0,/en/scores/archive/haverford/2030/1970/results,Ray Ruffels,/en/players/ray-ruffels/r076/overview,ray-ruffels,r076,32.0,Bill Bowrey,/en/players/bill-bowrey/b224/overview,bill-bowrey,b224,Ray Ruffels,/en/players/ray-ruffels/r076/overview,ray-ruffels,r076
1970,66,,Kitzbuhel,319,kitzbuhel,1970-319,"Kitzbuhel, Austria",1970/08/17,8,17,64.0,Outdoor,Clay,,,,/en/scores/archive/kitzbuhel/319/1970/results,Zeljko Franulovic,/en/players/zeljko-franulovic/f074/overview,zeljko-franulovic,f074,64.0,John Alexander,/en/players/john-alexander/a014/overview,john-alexander,a014,Phil Dent,/en/players/phil-dent/d074/overview,phil-dent,d074
1970,67,,Fort Worth,653,fort-worth,1970-653,"Fort Worth, United States",1970/08/19,8,19,16.0,Outdoor,Hard,"$22,500",USD,22500.0,/en/scores/archive/fort-worth/653/1970/results,Rod Laver,/en/players/rod-laver/l058/overview,rod-laver,l058,,,,,,,,,
1970,68,,South Orange,707,south-orange,1970-707,"South Orange, United States",1970/08/24,8,24,64.0,Outdoor,Grass,"$17,500",USD,17500.0,/en/scores/archive/south-orange/707/1970/results,Rod Laver,/en/players/rod-laver/l058/overview,rod-laver,l058,32.0,Patricio Cornejo,/en/players/patricio-cornejo/c088/overview,patricio-cornejo,c088,Jaime Fillol Sr.,/en/players/jaime-fillol-sr./f024/overview,jaime-fillol-sr.,f024
1970,69,,Newport-2,9291,newport,1970-9291,"Newport, United States",1970/08/26,8,26,8.0,Outdoor,Grass,"$10,000",USD,10000.0,/en/scores/archive/newport/9291/1970/results,Marty Riessen,/en/players/marty-riessen/r055/overview,marty-riessen,r055,,,,,,,,,
1970,70,grandslam,US Open,560,us-open,1970-560,"New York, United States",1970/09/02,9,2,128.0,Outdoor,Grass,"$115,000",USD,115000.0,/en/scores/archive/us-open/560/1970/results,Ken Rosewall,/en/players/ken-rosewall/r075/overview,ken-rosewall,r075,64.0,Pierre Barthes,/en/players/pierre-barthes/b122/overview,pierre-barthes,b122,Nikola Pilic,/en/players/nikola-pilic/p080/overview,nikola-pilic,p080
1970,71,,Los Angeles-2,423,los-angeles,1970-423,"Los Angeles, United States",1970/09/21,9,21,64.0,Outdoor,Hard,"$57,500",USD,57500.0,/en/scores/archive/los-angeles/423/1970/results,Rod Laver,/en/players/rod-laver/l058/overview,rod-laver,l058,32.0,Tom Okker,/en/players/tom-okker/o032/overview,tom-okker,o032,Marty Riessen,/en/players/marty-riessen/r055/overview,marty-riessen,r055
1970,72,,Berkeley,424,berkeley,1970-424,"Berkeley, United States",1970/09/28,9,28,64.0,Outdoor,Hard,"$22,000",USD,22000.0,/en/scores/archive/berkeley/424/1970/results,Arthur Ashe,/en/players/arthur-ashe/a063/overview,arthur-ashe,a063,32.0,Robert Lutz,/en/players/robert-lutz/l045/overview,robert-lutz,l045,Stan Smith,/en/players/stan-smith/s060/overview,stan-smith,s060
1970,73,,Vancouver,2048,vancouver,1970-2048,"Vancouver, Canada",1970/09/29,9,29,16.0,Indoor,Carpet,"$40,000",USD,40000.0,/en/scores/archive/vancouver/2048/1970/results,Rod Laver,/en/players/rod-laver/l058/overview,rod-laver,l058,,,,,,,,,
1970,74,,Denver,389,denver,1970-389,"Denver, United States",1970/10/07,10,7,8.0,Indoor,Hard,"$16,500",USD,16500.0,/en/scores/archive/denver/389/1970/results,Arthur Ashe,/en/players/arthur-ashe/a063/overview,arthur-ashe,a063,,,,,,,,,
1970,75,,Midland,6832,midland,1970-6832,"Midland, United States",1970/10/08,10,8,8.0,Outdoor,Carpet,"$15,000",USD,15000.0,/en/scores/archive/midland/6832/1970/results,Roger Taylor,/en/players/roger-taylor/t050/overview,roger-taylor,t050,,,,,,,,,
1970,76,,Phoenix,2067,phoenix,1970-2067,"Phoenix, United States",1970/10/12,10,12,32.0,Outdoor,Hard,"$25,000",USD,25000.0,/en/scores/archive/phoenix/2067/1970/results,Stan Smith,/en/players/stan-smith/s060/overview,stan-smith,s060,16.0,Dick Crealy,/en/players/dick-crealy/c093/overview,dick-crealy,c093,Ray Ruffels,/en/players/ray-ruffels/r076/overview,ray-ruffels,r076
1970,77,,Tucson,6833,tucson,1970-6833,"Tucson, United States",1970/10/15,10,15,16.0,Outdoor,Hard,"$15,000",USD,15000.0,/en/scores/archive/tucson/6833/1970/results,Marty Riessen,/en/players/marty-riessen/r055/overview,marty-riessen,r055,,,,,,,,,
1970,78,,Barcelona,425,barcelona,1970-425,"Barcelona, Spain",1970/10/19,10,19,64.0,Outdoor,Clay,"$28,000",USD,28000.0,/en/scores/archive/barcelona/425/1970/results,Manuel Santana,/en/players/manuel-santana/s245/overview,manuel-santana,s245,32.0,,,,,,,,
1970,79,,Buenos Aires,303,buenos-aires,1970-303,"Buenos Aires, Argentina",1970/11/02,11,2,32.0,Outdoor,Clay,"$25,000",USD,25000.0,/en/scores/archive/buenos-aires/303/1970/results,Zeljko Franulovic,/en/players/zeljko-franulovic/f074/overview,zeljko-franulovic,f074,16.0,BobCarmichael,/en/players/bob--carmichael/c080/overview,bob--carmichael,c080,Ray Ruffels,/en/players/ray-ruffels/r076/overview,ray-ruffels,r076
1970,80,,Paris,7302,paris,1970-7302,"Paris, France",1970/11/09,11,9,32.0,Indoor,Carpet,"$31,000",USD,31000.0,/en/scores/archive/paris/7302/1970/results,Arthur Ashe,/en/players/arthur-ashe/a063/overview,arthur-ashe,a063,16.0,,,,,,,,
1970,81,,Brisbane,9341,brisbane,1970-9341,"Brisbane, Australia",1970/11/09,11,9,64.0,Outdoor,Grass,,,,/en/scores/archive/brisbane/9341/1970/results,Bob Giltinan,/en/players/bob-giltinan/g074/overview,bob-giltinan,g074,,,,,,,,,
1970,82,,London-3,2016,london,1970-2016,"London, Great Britain",1970/11/12,11,12,8.0,Indoor,Carpet,"$6,000",USD,6000.0,/en/scores/archive/london/2016/1970/results,John Alexander,/en/players/john-alexander/a014/overview,john-alexander,a014,,,,,,,,,
1970,83,,Wembley,430,wembley,1970-430,"Wembley, Great Britain",1970/11/16,11,16,32.0,Indoor,Carpet,"$42,000",USD,42000.0,/en/scores/archive/wembley/430/1970/results,Rod Laver,/en/players/rod-laver/l058/overview,rod-laver,l058,16.0,,,,,,,,
