tourney_year,tourney_order,tourney_type_id,tourney_name,tourney_id,tourney_slug,tourney_year_id,tourney_location,tourney_date,tourney_month,tourney_day,tourney_singles_draw,tourney_conditions,tourney_surface,tourney_fin_commit_raw,tourney_url_suffix,singles_winner_name,singles_winner_url,singles_winner_player_slug,singles_winner_player_id
1940,1,grandslam,Australian Championships,580,australian-championships,1940-580,"Sydney, Australia",1940/01/19,1,19,32,Outdoor,Grass,,/en/scores/archive/australian-championships/580/1940/results,Adrian Quist,/en/players/adrian-quist/q964/overview,adrian-quist,q964
1940,2,grandslam,US Championships,560,us-championships,1940-560,"New York, United States",1940/09/02,9,2,128,Outdoor,Grass,,/en/scores/archive/us-championships/560/1940/results,Donald McNeill,/en/players/donald-mcneill/mq88/overview,donald-mcneill,mq88
