tourney_year,tourney_order,tourney_type_id,tourney_name,tourney_id,tourney_slug,tourney_year_id,tourney_location,tourney_date,tourney_month,tourney_day,tourney_singles_draw,tourney_doubles_draw,tourney_conditions,tourney_surface,tourney_fin_commit_raw,currency,tourney_fin_commit,tourney_url_suffix,singles_winner_name,singles_winner_url,singles_winner_player_slug,singles_winner_player_id,doubles_winner_1_name,doubles_winner_1_url,doubles_winner_1_player_slug,doubles_winner_1_player_id,doubles_winner_2_name,doubles_winner_2_url,doubles_winner_2_player_slug,doubles_winner_2_player_id
2023,1,unitedcup,United Cup,9900,brisbane-perth-sydney,2023-9900,"Brisbane-Perth-Sydney, Australia",2022/12/29,12,29,18.0,18.0,Outdoor,Hard,"$15,000,000",USD,15000000.0,/en/scores/archive/brisbane-perth-sydney/9900/2023/results,United States,,,TEAM,,,,,,,,
2023,2,250,Adelaide International 1,2843,adelaide,2023-2843,"Adelaide, Australia",2023/01/01,1,1,32.0,24.0,Outdoor,Hard,"$642,735",USD,642735.0,/en/scores/archive/adelaide/2843/2023/results,Novak Djokovic,/en/players/novak-djokovic/d643/overview,novak-djokovic,d643,Lloyd Glasspool,/en/players/lloyd-glasspool/gd08/overview,lloyd-glasspool,gd08,Harri Heliovaara,/en/players/harri-heliovaara/h808/overview,harri-heliovaara,h808
2023,3,250,Tata Open Maharashtra,891,pune,2023-891,"Pune, India",2023/01/02,1,2,28.0,16.0,Outdoor,Hard,"$713,495",USD,713495.0,/en/scores/archive/pune/891/2023/results,Tallon Griekspoor,/en/players/tallon-griekspoor/gj37/overview,tallon-griekspoor,gj37,Sander Gille,/en/players/sander-gille/gd32/overview,sander-gille,gd32,Joran Vliegen,/en/players/joran-vliegen/v895/overview,joran-vliegen,v895
2023,4,250,ASB Classic,301,auckland,2023-301,"Auckland, New Zealand",2023/01/09,1,9,28.0,16.0,Outdoor,Hard,"$713,495",USD,713495.0,/en/scores/archive/auckland/301/2023/results,Richard Gasquet,/en/players/richard-gasquet/g628/overview,richard-gasquet,g628,Nikola Mektic,/en/players/nikola-mektic/mf09/overview,nikola-mektic,mf09,Mate Pavic,/en/players/mate-pavic/pf00/overview,mate-pavic,pf00
2023,5,250,Adelaide International 2,8998,adelaide,2023-8998,"Adelaide, Australia",2023/01/09,1,9,28.0,24.0,Outdoor,Hard,"$642,735",USD,642735.0,/en/scores/archive/adelaide/8998/2023/results,Soonwoo Kwon,/en/players/soonwoo-kwon/kf17/overview,soonwoo-kwon,kf17,Marcelo Arevalo,/en/players/marcelo-arevalo/a853/overview,marcelo-arevalo,a853,Jean-Julien Rojer,/en/players/jean-julien-rojer/r513/overview,jean-julien-rojer,r513
2023,6,grandslam,Australian Open,580,australian-open,2023-580,"Melbourne, Australia",2023/01/16,1,16,128.0,64.0,Outdoor,Hard,"A$34,848,000",AUD,34848000.0,/en/scores/archive/australian-open/580/2023/results,Novak Djokovic,/en/players/novak-djokovic/d643/overview,novak-djokovic,d643,Rinky Hijikata,/en/players/rinky-hijikata/h0bh/overview,rinky-hijikata,h0bh,Jason Kubler,/en/players/jason-kubler/kb95/overview,jason-kubler,kb95
2023,7,250,Dallas Open,424,dallas,2023-424,"Dallas, United States",2023/02/06,2,6,28.0,16.0,Indoor,Hard,"$822,175",USD,822175.0,/en/scores/archive/dallas/424/2023/results,Yibing Wu,/en/players/yibing-wu/wb32/overview,yibing-wu,wb32,Jamie Murray,/en/players/jamie-murray/mc81/overview,jamie-murray,mc81,Michael Venus,/en/players/michael-venus/v576/overview,michael-venus,v576
2023,8,250,Cordoba Open,9158,cordoba,2023-9158,"Cordoba, Argentina",2023/02/06,2,6,28.0,16.0,Outdoor,Clay,"$713,495",USD,713495.0,/en/scores/archive/cordoba/9158/2023/results,Sebastian Baez,/en/players/sebastian-baez/b0bi/overview,sebastian-baez,b0bi,Maximo Gonzalez,/en/players/maximo-gonzalez/g585/overview,maximo-gonzalez,g585,Andres Molteni,/en/players/andres-molteni/me56/overview,andres-molteni,me56
2023,9,250,Open Sud de France – Montpellier,375,montpellier,2023-375,"Montpellier, France",2023/02/06,2,6,28.0,16.0,Indoor,Hard,"€630,705",EUR,630705.0,/en/scores/archive/montpellier/375/2023/results,Jannik Sinner,/en/players/jannik-sinner/s0ag/overview,jannik-sinner,s0ag,Robin Haase,/en/players/robin-haase/h756/overview,robin-haase,h756,Matwe Middelkoop,/en/players/matwe-middelkoop/mb88/overview,matwe-middelkoop,mb88
2023,10,500,ABN AMRO Open,407,rotterdam,2023-407,"Rotterdam, Netherlands",2023/02/13,2,13,32.0,16.0,Indoor,Hard,"€2,224,460",EUR,2224460.0,/en/scores/archive/rotterdam/407/2023/results,Daniil Medvedev,/en/players/daniil-medvedev/mm58/overview,daniil-medvedev,mm58,Ivan Dodig,/en/players/ivan-dodig/d646/overview,ivan-dodig,d646,Austin Krajicek,/en/players/austin-krajicek/ka00/overview,austin-krajicek,ka00
