tourney_year,tourney_order,tourney_type_id,tourney_name,tourney_id,tourney_slug,tourney_year_id,tourney_location,tourney_date,tourney_month,tourney_day,tourney_singles_draw,tourney_conditions,tourney_surface,tourney_fin_commit_raw,tourney_url_suffix,singles_winner_name,singles_winner_url,singles_winner_player_slug,singles_winner_player_id
1939,1,grandslam,Australian Championships,580,australian-championships,1939-580,"Melbourne, Australia",1939/01/20,1,20,32,Outdoor,Grass,,/en/scores/archive/australian-championships/580/1939/results,John Bromwich,/en/players/john-bromwich/bo44/overview,john-bromwich,bo44
1939,2,grandslam,French Championships,520,french-championships,1939-520,"Paris, France",1939/06/08,6,8,64,Outdoor,Clay,,/en/scores/archive/french-championships/520/1939/results,Donald McNeill,/en/players/donald-mcneill/mq88/overview,donald-mcneill,mq88
1939,3,grandslam,Wimbledon,540,wimbledon,1939-540,"London, Great Britain",1939/06/26,6,26,128,Outdoor,Grass,,/en/scores/archive/wimbledon/540/1939/results,Bobby Riggs,/en/players/bobby-riggs/rf00/overview,bobby-riggs,rf00
1939,4,grandslam,US Championships,560,us-championships,1939-560,"New York, United States",1939/09/07,9,7,128,Outdoor,Grass,,/en/scores/archive/us-championships/560/1939/results,Bobby Riggs,/en/players/bobby-riggs/rf00/overview,bobby-riggs,rf00
