,tourney_year_id,tourney_order,tourney_name,tourney_slug,tourney_url_suffix,first_tourney_date,first_tourney_date_year,first_tourney_date_month,first_tourney_date_day,last_tourney_date,last_tourney_date_year,last_tourney_date_month,last_tourney_date_day,tourney_fin_commit,tourney_year,tourney_round_name,round_order,match_order,winner_seed,winner_nationality,winner_name,winner_player_id,winner_slug,loser_seed,loser_nationality,loser_name,loser_player_id,loser_slug,match_score_tiebreaks,winner_sets_won,loser_sets_won,winner_games_won,loser_games_won,winner_tiebreaks_won,loser_tiebreaks_won,match_id,match_stats_url_suffix
831,2021-8996,18,Santiago,santiago,/en/scores/archive/santiago/8996/2021/results,2021.03.08,2021,03,08,2021.03.14,2021,03,14,569010.0,2021,1st Round Qualifying,8,4,(WC),ARG,Nicolas Kicker,nicolas-kicker,kc29,(4),POR,Joao Domingues,joao-domingues,d985,64 62 ,2,0,12,6,0,0,2021-8996-kc29-d985,
832,2021-8996,18,Santiago,santiago,/en/scores/archive/santiago/8996/2021/results,2021.03.08,2021,03,08,2021.03.14,2021,03,14,569010.0,2021,1st Round Qualifying,8,5,(5),ESP,Mario Vilella Martinez,mario-vilella-martinez,v824,,SVK,Lukas Klein,lukas-klein,ki63,64 62 ,2,0,12,6,0,0,2021-8996-v824-ki63,
833,2021-8996,18,Santiago,santiago,/en/scores/archive/santiago/8996/2021/results,2021.03.08,2021,03,08,2021.03.14,2021,03,14,569010.0,2021,1st Round Qualifying,8,6,(6),BRA,Joao Menezes,joao-menezes,mn70,(WC),CHI,Michel Vernier,michel-vernier,v731,62 63 ,2,0,12,5,0,0,2021-8996-mn70-v731,
834,2021-8996,18,Santiago,santiago,/en/scores/archive/santiago/8996/2021/results,2021.03.08,2021,03,08,2021.03.14,2021,03,14,569010.0,2021,1st Round Qualifying,8,7,,ARG,Hernan Casanova,hernan-casanova,cg07,(7),ARG,Andrea Collarini,andrea-collarini,cc66,46 63 62 ,2,1,16,11,0,0,2021-8996-cg07-cc66,
835,2021-8996,18,Santiago,santiago,/en/scores/archive/santiago/8996/2021/results,2021.03.08,2021,03,08,2021.03.14,2021,03,14,569010.0,2021,1st Round Qualifying,8,8,(8),ARG,Tomas Martin Etcheverry,tomas-martin-etcheverry,ea24,,CHI,Tomas Barrios Vera,tomas-barrios-vera,bs86,64 26 64 ,2,1,14,14,0,0,2021-8996-ea24-bs86,
836,2021-8996,18,Santiago,santiago,/en/scores/archive/santiago/8996/2021/results,2021.03.08,2021,03,08,2021.03.14,2021,03,14,569010.0,2021,1st Round Qualifying,8,9,,ARG,Sebastian Baez,sebastian-baez,b0bi,,BRA,Orlando Luz,orlando-luz,lf26,62 67562 ,1,1,12,9,0,1,2021-8996-b0bi-lf26,
837,2021-8996,18,Santiago,santiago,/en/scores/archive/santiago/8996/2021/results,2021.03.08,2021,03,08,2021.03.14,2021,03,14,569010.0,2021,1st Round Qualifying,8,10,,BRA,Thomaz Bellucci,thomaz-bellucci,bd20,,MAR,Elliot Benchetrit,elliot-benchetrit,bt68,62 62 ,2,0,12,4,0,0,2021-8996-bd20-bt68,
838,2021-8996,18,Santiago,santiago,/en/scores/archive/santiago/8996/2021/results,2021.03.08,2021,03,08,2021.03.14,2021,03,14,569010.0,2021,1st Round Qualifying,8,11,,FRA,Geoffrey Blancaneaux,geoffrey-blancaneaux,bu54,,ARG,Camilo Ugo Carabelli,camilo-ugo-carabelli,u182,36 62 62 ,2,1,15,10,0,0,2021-8996-bu54-u182,
839,2021-8996,18,Santiago,santiago,/en/scores/archive/santiago/8996/2021/results,2021.03.08,2021,03,08,2021.03.14,2021,03,14,569010.0,2021,1st Round Qualifying,8,12,,BRA,Felipe Meligeni Alves,felipe-meligeni-alves,mw75,,BRA,Guilherme Clezar,guilherme-clezar,cc32,64 62 ,2,0,12,6,0,0,2021-8996-mw75-cc32,
840,2021-8996,18,Santiago,santiago,/en/scores/archive/santiago/8996/2021/results,2021.03.08,2021,03,08,2021.03.14,2021,03,14,569010.0,2021,1st Round Qualifying,8,13,,ARG,Renzo Olivo,renzo-olivo,o376,,ESP,Carlos Gomez-Herrera,carlos-gomez-herrera,g985,26 64 64 ,2,1,14,14,0,0,2021-8996-o376-g985,
841,2021-8996,18,Santiago,santiago,/en/scores/archive/santiago/8996/2021/results,2021.03.08,2021,03,08,2021.03.14,2021,03,14,569010.0,2021,1st Round Qualifying,8,14,(WC),DEN,Holger Rune,holger-rune,r0dg,,POR,Goncalo Oliveira,goncalo-oliveira,o482,76326 62 ,2,0,13,8,1,0,2021-8996-r0dg-o482,
842,2021-8996,18,Santiago,santiago,/en/scores/archive/santiago/8996/2021/results,2021.03.08,2021,03,08,2021.03.14,2021,03,14,569010.0,2021,1st Round Qualifying,8,15,,BRA,Pedro Sakamoto,pedro-sakamoto,sl94,(AL),BRA,Rafael Matos,rafael-matos,mo41,63 61 ,2,0,12,4,0,0,2021-8996-sl94-mo41,
843,2021-8996,18,Santiago,santiago,/en/scores/archive/santiago/8996/2021/results,2021.03.08,2021,03,08,2021.03.14,2021,03,14,569010.0,2021,1st Round Qualifying,8,16,(AL),ARG,Agustin Velotti,agustin-velotti,v620,(WC),CHI,Daniel Antonio Nunez,daniel-antonio-nunez,n0bu,64 63 ,2,0,12,7,0,0,2021-8996-v620-n0bu,
844,2021-495,19,Dubai,dubai,/en/scores/archive/dubai/495/2021/results,2021.03.14,2021,03,14,2021.03.20,2021,03,20,2048855.0,2021,Finals,1,1,(WC),RUS,Aslan Karatsev,aslan-karatsev,kc56,(Q),RSA,Lloyd Harris,lloyd-harris,hg86,63 62 ,2,0,12,5,0,0,2021-495-kc56-hg86,/en/stats/second-screen/archive/2021/495/MS001
845,2021-495,19,Dubai,dubai,/en/scores/archive/dubai/495/2021/results,2021.03.14,2021,03,14,2021.03.20,2021,03,20,2048855.0,2021,Semi-Finals,2,1,(WC),RUS,Aslan Karatsev,aslan-karatsev,kc56,(2),RUS,Andrey Rublev,andrey-rublev,re44,62 46 64 ,2,1,16,12,0,0,2021-495-kc56-re44,/en/stats/second-screen/archive/2021/495/MS003
846,2021-495,19,Dubai,dubai,/en/scores/archive/dubai/495/2021/results,2021.03.14,2021,03,14,2021.03.20,2021,03,20,2048855.0,2021,Semi-Finals,2,2,(Q),RSA,Lloyd Harris,lloyd-harris,hg86,(3),CAN,Denis Shapovalov,denis-shapovalov,su55,67564 766,1,1,13,13,1,1,2021-495-hg86-su55,/en/stats/second-screen/archive/2021/495/MS002
847,2021-495,19,Dubai,dubai,/en/scores/archive/dubai/495/2021/results,2021.03.14,2021,03,14,2021.03.20,2021,03,20,2048855.0,2021,Quarter-Finals,3,1,(2),RUS,Andrey Rublev,andrey-rublev,re44,,HUN,Marton Fucsovics,marton-fucsovics,f724,75 62 ,2,0,13,7,0,0,2021-495-re44-f724,/en/stats/second-screen/archive/2021/495/MS007
848,2021-495,19,Dubai,dubai,/en/scores/archive/dubai/495/2021/results,2021.03.14,2021,03,14,2021.03.20,2021,03,20,2048855.0,2021,Quarter-Finals,3,2,(3),CAN,Denis Shapovalov,denis-shapovalov,su55,,FRA,Jeremy Chardy,jeremy-chardy,ca12,75 64 ,2,0,13,9,0,0,2021-495-su55-ca12,/en/stats/second-screen/archive/2021/495/MS005
849,2021-495,19,Dubai,dubai,/en/scores/archive/dubai/495/2021/results,2021.03.14,2021,03,14,2021.03.20,2021,03,20,2048855.0,2021,Quarter-Finals,3,3,(WC),RUS,Aslan Karatsev,aslan-karatsev,kc56,(16),ITA,Jannik Sinner,jannik-sinner,s0ag,67563 62 ,1,1,12,9,0,1,2021-495-kc56-s0ag,/en/stats/second-screen/archive/2021/495/MS006
850,2021-495,19,Dubai,dubai,/en/scores/archive/dubai/495/2021/results,2021.03.14,2021,03,14,2021.03.20,2021,03,20,2048855.0,2021,Quarter-Finals,3,4,(Q),RSA,Lloyd Harris,lloyd-harris,hg86,,JPN,Kei Nishikori,kei-nishikori,n552,61 36 63 ,2,1,15,10,0,0,2021-495-hg86-n552,/en/stats/second-screen/archive/2021/495/MS004
851,2021-495,19,Dubai,dubai,/en/scores/archive/dubai/495/2021/results,2021.03.14,2021,03,14,2021.03.20,2021,03,20,2048855.0,2021,Round of 16,4,1,(2),RUS,Andrey Rublev,andrey-rublev,re44,(15),USA,Taylor Fritz,taylor-fritz,fb98,63 61 ,2,0,12,4,0,0,2021-495-re44-fb98,/en/stats/second-screen/archive/2021/495/MS015
852,2021-495,19,Dubai,dubai,/en/scores/archive/dubai/495/2021/results,2021.03.14,2021,03,14,2021.03.20,2021,03,20,2048855.0,2021,Round of 16,4,2,(3),CAN,Denis Shapovalov,denis-shapovalov,su55,(13),POL,Hubert Hurkacz,hubert-hurkacz,hb71,64 63 ,2,0,12,7,0,0,2021-495-su55-hb71,/en/stats/second-screen/archive/2021/495/MS010
853,2021-495,19,Dubai,dubai,/en/scores/archive/dubai/495/2021/results,2021.03.14,2021,03,14,2021.03.20,2021,03,20,2048855.0,2021,Round of 16,4,3,(16),ITA,Jannik Sinner,jannik-sinner,s0ag,(4),ESP,Roberto Bautista Agut,roberto-bautista-agut,bd06,64 36 75 ,2,1,16,15,0,0,2021-495-s0ag-bd06,/en/stats/second-screen/archive/2021/495/MS013
854,2021-495,19,Dubai,dubai,/en/scores/archive/dubai/495/2021/results,2021.03.14,2021,03,14,2021.03.20,2021,03,20,2048855.0,2021,Round of 16,4,4,,FRA,Jeremy Chardy,jeremy-chardy,ca12,(8),RUS,Karen Khachanov,karen-khachanov,ke29,67364 64 ,1,1,12,11,0,1,2021-495-ca12-ke29,/en/stats/second-screen/archive/2021/495/MS011
855,2021-495,19,Dubai,dubai,/en/scores/archive/dubai/495/2021/results,2021.03.14,2021,03,14,2021.03.20,2021,03,20,2048855.0,2021,Round of 16,4,5,,HUN,Marton Fucsovics,marton-fucsovics,f724,(11),SRB,Dusan Lajovic,dusan-lajovic,l987,61 46 64 ,2,1,16,11,0,0,2021-495-f724-l987,/en/stats/second-screen/archive/2021/495/MS014
856,2021-495,19,Dubai,dubai,/en/scores/archive/dubai/495/2021/results,2021.03.14,2021,03,14,2021.03.20,2021,03,20,2048855.0,2021,Round of 16,4,6,(Q),RSA,Lloyd Harris,lloyd-harris,hg86,(14),SRB,Filip Krajinovic,filip-krajinovic,kb05,76564 ,1,0,7,6,1,0,2021-495-hg86-kb05,/en/stats/second-screen/archive/2021/495/MS008
857,2021-495,19,Dubai,dubai,/en/scores/archive/dubai/495/2021/results,2021.03.14,2021,03,14,2021.03.20,2021,03,20,2048855.0,2021,Round of 16,4,7,(WC),RUS,Aslan Karatsev,aslan-karatsev,kc56,(17),ITA,Lorenzo Sonego,lorenzo-sonego,su87,36 63 64 ,2,1,15,13,0,0,2021-495-kc56-su87,/en/stats/second-screen/archive/2021/495/MS012
858,2021-495,19,Dubai,dubai,/en/scores/archive/dubai/495/2021/results,2021.03.14,2021,03,14,2021.03.20,2021,03,20,2048855.0,2021,Round of 16,4,8,,JPN,Kei Nishikori,kei-nishikori,n552,,SLO,Aljaz Bedene,aljaz-bedene,bh09,64 64 ,2,0,12,8,0,0,2021-495-n552-bh09,/en/stats/second-screen/archive/2021/495/MS009
859,2021-495,19,Dubai,dubai,/en/scores/archive/dubai/495/2021/results,2021.03.14,2021,03,14,2021.03.20,2021,03,20,2048855.0,2021,Round of 32,5,1,(Q),RSA,Lloyd Harris,lloyd-harris,hg86,(1),AUT,Dominic Thiem,dominic-thiem,tb69,63 64 ,2,0,12,7,0,0,2021-495-hg86-tb69,/en/stats/second-screen/archive/2021/495/MS016
860,2021-495,19,Dubai,dubai,/en/scores/archive/dubai/495/2021/results,2021.03.14,2021,03,14,2021.03.20,2021,03,20,2048855.0,2021,Round of 32,5,2,(2),RUS,Andrey Rublev,andrey-rublev,re44,(Q),FIN,Emil Ruusuvuori,emil-ruusuvuori,rh24,64 64 ,2,0,12,8,0,0,2021-495-re44-rh24,/en/stats/second-screen/archive/2021/495/MS031
861,2021-495,19,Dubai,dubai,/en/scores/archive/dubai/495/2021/results,2021.03.14,2021,03,14,2021.03.20,2021,03,20,2048855.0,2021,Round of 32,5,3,(3),CAN,Denis Shapovalov,denis-shapovalov,su55,,GER,Jan-Lennard Struff,jan-lennard-struff,sl28,61 63 ,2,0,12,4,0,0,2021-495-su55-sl28,/en/stats/second-screen/archive/2021/495/MS020
862,2021-495,19,Dubai,dubai,/en/scores/archive/dubai/495/2021/results,2021.03.14,2021,03,14,2021.03.20,2021,03,20,2048855.0,2021,Round of 32,5,4,(4),ESP,Roberto Bautista Agut,roberto-bautista-agut,bd06,(SE),AUS,Matthew Ebden,matthew-ebden,e690,41 (RET),2,0,4,1,0,0,2021-495-bd06-e690,/en/stats/second-screen/archive/2021/495/MS027
863,2021-495,19,Dubai,dubai,/en/scores/archive/dubai/495/2021/results,2021.03.14,2021,03,14,2021.03.20,2021,03,20,2048855.0,2021,Round of 32,5,5,,JPN,Kei Nishikori,kei-nishikori,n552,(5),BEL,David Goffin,david-goffin,gb88,63 763,2,0,13,9,1,0,2021-495-n552-gb88,/en/stats/second-screen/archive/2021/495/MS019
864,2021-495,19,Dubai,dubai,/en/scores/archive/dubai/495/2021/results,2021.03.14,2021,03,14,2021.03.20,2021,03,20,2048855.0,2021,Round of 32,5,6,,HUN,Marton Fucsovics,marton-fucsovics,f724,(6),ESP,Pablo Carreno Busta,pablo-carreno-busta,cd85,67563 62 ,1,1,12,9,0,1,2021-495-f724-cd85,
865,2021-495,19,Dubai,dubai,/en/scores/archive/dubai/495/2021/results,2021.03.14,2021,03,14,2021.03.20,2021,03,20,2048855.0,2021,Round of 32,5,7,(8),RUS,Karen Khachanov,karen-khachanov,ke29,(WC),AUS,Alexei Popyrin,alexei-popyrin,p09z,64 36 764,2,1,16,16,1,0,2021-495-ke29-p09z,/en/stats/second-screen/archive/2021/495/MS023
866,2021-495,19,Dubai,dubai,/en/scores/archive/dubai/495/2021/results,2021.03.14,2021,03,14,2021.03.20,2021,03,20,2048855.0,2021,Round of 32,5,8,,FRA,Jeremy Chardy,jeremy-chardy,ca12,(9),AUS,Alex de Minaur,alex-de-minaur,dh58,26 63 64 ,2,1,14,13,0,0,2021-495-ca12-dh58,/en/stats/second-screen/archive/2021/495/MS022
867,2021-495,19,Dubai,dubai,/en/scores/archive/dubai/495/2021/results,2021.03.14,2021,03,14,2021.03.20,2021,03,20,2048855.0,2021,Round of 32,5,9,(11),SRB,Dusan Lajovic,dusan-lajovic,l987,(WC),TUN,Malek Jaziri,malek-jaziri,j267,75 62 ,2,0,13,7,0,0,2021-495-l987-j267,
868,2021-495,19,Dubai,dubai,/en/scores/archive/dubai/495/2021/results,2021.03.14,2021,03,14,2021.03.20,2021,03,20,2048855.0,2021,Round of 32,5,10,(WC),RUS,Aslan Karatsev,aslan-karatsev,kc56,(12),GBR,Daniel Evans,daniel-evans,e687,64 46 64 ,2,1,16,14,0,0,2021-495-kc56-e687,
869,2021-495,19,Dubai,dubai,/en/scores/archive/dubai/495/2021/results,2021.03.14,2021,03,14,2021.03.20,2021,03,20,2048855.0,2021,Round of 32,5,11,(13),POL,Hubert Hurkacz,hubert-hurkacz,hb71,,FRA,Richard Gasquet,richard-gasquet,g628,63 64 ,2,0,12,7,0,0,2021-495-hb71-g628,/en/stats/second-screen/archive/2021/495/MS021
870,2021-495,19,Dubai,dubai,/en/scores/archive/dubai/495/2021/results,2021.03.14,2021,03,14,2021.03.20,2021,03,20,2048855.0,2021,Round of 32,5,12,(14),SRB,Filip Krajinovic,filip-krajinovic,kb05,,ESP,Alejandro Davidovich Fokina,alejandro-davidovich-fokina,dh50,75 64 ,2,0,13,9,0,0,2021-495-kb05-dh50,/en/stats/second-screen/archive/2021/495/MS017
871,2021-495,19,Dubai,dubai,/en/scores/archive/dubai/495/2021/results,2021.03.14,2021,03,14,2021.03.20,2021,03,20,2048855.0,2021,Round of 32,5,13,(15),USA,Taylor Fritz,taylor-fritz,fb98,,GEO,Nikoloz Basilashvili,nikoloz-basilashvili,bg23,46 63 764,2,1,17,15,1,0,2021-495-fb98-bg23,/en/stats/second-screen/archive/2021/495/MS030
872,2021-495,19,Dubai,dubai,/en/scores/archive/dubai/495/2021/results,2021.03.14,2021,03,14,2021.03.20,2021,03,20,2048855.0,2021,Round of 32,5,14,(16),ITA,Jannik Sinner,jannik-sinner,s0ag,,KAZ,Alexander Bublik,alexander-bublik,bk92,26 76264 ,1,1,9,12,1,0,2021-495-s0ag-bk92,
873,2021-495,19,Dubai,dubai,/en/scores/archive/dubai/495/2021/results,2021.03.14,2021,03,14,2021.03.20,2021,03,20,2048855.0,2021,Round of 32,5,15,(17),ITA,Lorenzo Sonego,lorenzo-sonego,su87,(Q),ESP,Bernabe Zapata Miralles,bernabe-zapata-miralles,z419,62 62 ,2,0,12,4,0,0,2021-495-su87-z419,
874,2021-495,19,Dubai,dubai,/en/scores/archive/dubai/495/2021/results,2021.03.14,2021,03,14,2021.03.20,2021,03,20,2048855.0,2021,Round of 32,5,16,,SLO,Aljaz Bedene,aljaz-bedene,bh09,(LL),ITA,Lorenzo Giustino,lorenzo-giustino,ga79,64 63 ,2,0,12,7,0,0,2021-495-bh09-ga79,
875,2021-495,19,Dubai,dubai,/en/scores/archive/dubai/495/2021/results,2021.03.14,2021,03,14,2021.03.20,2021,03,20,2048855.0,2021,Round of 64,6,1,(1),AUT,Dominic Thiem,dominic-thiem,tb69,,,Bye,,,,0,0,0,0,0,0,2021-495-tb69-,
876,2021-495,19,Dubai,dubai,/en/scores/archive/dubai/495/2021/results,2021.03.14,2021,03,14,2021.03.20,2021,03,20,2048855.0,2021,Round of 64,6,2,(2),RUS,Andrey Rublev,andrey-rublev,re44,,,Bye,,,,0,0,0,0,0,0,2021-495-re44-,
877,2021-495,19,Dubai,dubai,/en/scores/archive/dubai/495/2021/results,2021.03.14,2021,03,14,2021.03.20,2021,03,20,2048855.0,2021,Round of 64,6,3,(3),CAN,Denis Shapovalov,denis-shapovalov,su55,,,Bye,,,,0,0,0,0,0,0,2021-495-su55-,
878,2021-495,19,Dubai,dubai,/en/scores/archive/dubai/495/2021/results,2021.03.14,2021,03,14,2021.03.20,2021,03,20,2048855.0,2021,Round of 64,6,4,(4),ESP,Roberto Bautista Agut,roberto-bautista-agut,bd06,,,Bye,,,,0,0,0,0,0,0,2021-495-bd06-,
879,2021-495,19,Dubai,dubai,/en/scores/archive/dubai/495/2021/results,2021.03.14,2021,03,14,2021.03.20,2021,03,20,2048855.0,2021,Round of 64,6,5,(5),BEL,David Goffin,david-goffin,gb88,,,Bye,,,,0,0,0,0,0,0,2021-495-gb88-,
880,2021-495,19,Dubai,dubai,/en/scores/archive/dubai/495/2021/results,2021.03.14,2021,03,14,2021.03.20,2021,03,20,2048855.0,2021,Round of 64,6,6,(6),ESP,Pablo Carreno Busta,pablo-carreno-busta,cd85,,,Bye,,,,0,0,0,0,0,0,2021-495-cd85-,
881,2021-495,19,Dubai,dubai,/en/scores/archive/dubai/495/2021/results,2021.03.14,2021,03,14,2021.03.20,2021,03,20,2048855.0,2021,Round of 64,6,7,(8),RUS,Karen Khachanov,karen-khachanov,ke29,,,Bye,,,,0,0,0,0,0,0,2021-495-ke29-,
882,2021-495,19,Dubai,dubai,/en/scores/archive/dubai/495/2021/results,2021.03.14,2021,03,14,2021.03.20,2021,03,20,2048855.0,2021,Round of 64,6,8,(9),AUS,Alex de Minaur,alex-de-minaur,dh58,,,Bye,,,,0,0,0,0,0,0,2021-495-dh58-,
883,2021-495,19,Dubai,dubai,/en/scores/archive/dubai/495/2021/results,2021.03.14,2021,03,14,2021.03.20,2021,03,20,2048855.0,2021,Round of 64,6,9,(11),SRB,Dusan Lajovic,dusan-lajovic,l987,,,Bye,,,,0,0,0,0,0,0,2021-495-l987-,
884,2021-495,19,Dubai,dubai,/en/scores/archive/dubai/495/2021/results,2021.03.14,2021,03,14,2021.03.20,2021,03,20,2048855.0,2021,Round of 64,6,10,(12),GBR,Daniel Evans,daniel-evans,e687,,,Bye,,,,0,0,0,0,0,0,2021-495-e687-,
885,2021-495,19,Dubai,dubai,/en/scores/archive/dubai/495/2021/results,2021.03.14,2021,03,14,2021.03.20,2021,03,20,2048855.0,2021,Round of 64,6,11,(13),POL,Hubert Hurkacz,hubert-hurkacz,hb71,,,Bye,,,,0,0,0,0,0,0,2021-495-hb71-,
886,2021-495,19,Dubai,dubai,/en/scores/archive/dubai/495/2021/results,2021.03.14,2021,03,14,2021.03.20,2021,03,20,2048855.0,2021,Round of 64,6,12,(14),SRB,Filip Krajinovic,filip-krajinovic,kb05,,,Bye,,,,0,0,0,0,0,0,2021-495-kb05-,
887,2021-495,19,Dubai,dubai,/en/scores/archive/dubai/495/2021/results,2021.03.14,2021,03,14,2021.03.20,2021,03,20,2048855.0,2021,Round of 64,6,13,(15),USA,Taylor Fritz,taylor-fritz,fb98,,,Bye,,,,0,0,0,0,0,0,2021-495-fb98-,
888,2021-495,19,Dubai,dubai,/en/scores/archive/dubai/495/2021/results,2021.03.14,2021,03,14,2021.03.20,2021,03,20,2048855.0,2021,Round of 64,6,14,(16),ITA,Jannik Sinner,jannik-sinner,s0ag,,,Bye,,,,0,0,0,0,0,0,2021-495-s0ag-,
889,2021-495,19,Dubai,dubai,/en/scores/archive/dubai/495/2021/results,2021.03.14,2021,03,14,2021.03.20,2021,03,20,2048855.0,2021,Round of 64,6,15,(17),ITA,Lorenzo Sonego,lorenzo-sonego,su87,,,Bye,,,,0,0,0,0,0,0,2021-495-su87-,
890,2021-495,19,Dubai,dubai,/en/scores/archive/dubai/495/2021/results,2021.03.14,2021,03,14,2021.03.20,2021,03,20,2048855.0,2021,Round of 64,6,16,,GEO,Nikoloz Basilashvili,nikoloz-basilashvili,bg23,,,Bye,,,,0,0,0,0,0,0,2021-495-bg23-,
891,2021-495,19,Dubai,dubai,/en/scores/archive/dubai/495/2021/results,2021.03.14,2021,03,14,2021.03.20,2021,03,20,2048855.0,2021,Round of 64,6,17,,SLO,Aljaz Bedene,aljaz-bedene,bh09,(Q),IND,Yuki Bhambri,yuki-bhambri,bf55,36 61 64 ,2,1,15,11,0,0,2021-495-bh09-bf55,
892,2021-495,19,Dubai,dubai,/en/scores/archive/dubai/495/2021/results,2021.03.14,2021,03,14,2021.03.20,2021,03,20,2048855.0,2021,Round of 64,6,18,,KAZ,Alexander Bublik,alexander-bublik,bk92,,JPN,Yoshihito Nishioka,yoshihito-nishioka,n732,64 764,2,0,13,10,1,0,2021-495-bk92-n732,
893,2021-495,19,Dubai,dubai,/en/scores/archive/dubai/495/2021/results,2021.03.14,2021,03,14,2021.03.20,2021,03,20,2048855.0,2021,Round of 64,6,19,,FRA,Jeremy Chardy,jeremy-chardy,ca12,,ESP,Albert Ramos-Vinolas,albert-ramos-vinolas,r772,63 36 64 ,2,1,15,13,0,0,2021-495-ca12-r772,
894,2021-495,19,Dubai,dubai,/en/scores/archive/dubai/495/2021/results,2021.03.14,2021,03,14,2021.03.20,2021,03,20,2048855.0,2021,Round of 64,6,20,,ESP,Alejandro Davidovich Fokina,alejandro-davidovich-fokina,dh50,(LL),MDA,Radu Albot,radu-albot,a829,64 64 ,2,0,12,8,0,0,2021-495-dh50-a829,
895,2021-495,19,Dubai,dubai,/en/scores/archive/dubai/495/2021/results,2021.03.14,2021,03,14,2021.03.20,2021,03,20,2048855.0,2021,Round of 64,6,21,(SE),AUS,Matthew Ebden,matthew-ebden,e690,,,Bye,,,,0,0,0,0,0,0,2021-495-e690-,
896,2021-495,19,Dubai,dubai,/en/scores/archive/dubai/495/2021/results,2021.03.14,2021,03,14,2021.03.20,2021,03,20,2048855.0,2021,Round of 64,6,22,,HUN,Marton Fucsovics,marton-fucsovics,f724,,CAN,Vasek Pospisil,vasek-pospisil,pd07,26 75 64 ,2,1,15,15,0,0,2021-495-f724-pd07,/en/stats/second-screen/archive/2021/495/MS057
897,2021-495,19,Dubai,dubai,/en/scores/archive/dubai/495/2021/results,2021.03.14,2021,03,14,2021.03.20,2021,03,20,2048855.0,2021,Round of 64,6,23,,FRA,Richard Gasquet,richard-gasquet,g628,,ITA,Marco Cecchinato,marco-cecchinato,cf01,64 62 ,2,0,12,6,0,0,2021-495-g628-cf01,
898,2021-495,19,Dubai,dubai,/en/scores/archive/dubai/495/2021/results,2021.03.14,2021,03,14,2021.03.20,2021,03,20,2048855.0,2021,Round of 64,6,24,(LL),ITA,Lorenzo Giustino,lorenzo-giustino,ga79,,,Bye,,,,0,0,0,0,0,0,2021-495-ga79-,
899,2021-495,19,Dubai,dubai,/en/scores/archive/dubai/495/2021/results,2021.03.14,2021,03,14,2021.03.20,2021,03,20,2048855.0,2021,Round of 64,6,25,(Q),RSA,Lloyd Harris,lloyd-harris,hg86,(Q),AUS,Christopher O'Connell,christopher-o'connell,o483,67564 61 ,1,1,12,8,0,1,2021-495-hg86-o483,
900,2021-495,19,Dubai,dubai,/en/scores/archive/dubai/495/2021/results,2021.03.14,2021,03,14,2021.03.20,2021,03,20,2048855.0,2021,Round of 64,6,26,(WC),TUN,Malek Jaziri,malek-jaziri,j267,,FRA,Jo-Wilfried Tsonga,jo-wilfried-tsonga,t786,33 (RET),1,1,3,3,0,0,2021-495-j267-t786,
901,2021-495,19,Dubai,dubai,/en/scores/archive/dubai/495/2021/results,2021.03.14,2021,03,14,2021.03.20,2021,03,20,2048855.0,2021,Round of 64,6,27,(WC),RUS,Aslan Karatsev,aslan-karatsev,kc56,,BLR,Egor Gerasimov,egor-gerasimov,gc89,64 64 ,2,0,12,8,0,0,2021-495-kc56-gc89,
902,2021-495,19,Dubai,dubai,/en/scores/archive/dubai/495/2021/results,2021.03.14,2021,03,14,2021.03.20,2021,03,20,2048855.0,2021,Round of 64,6,28,,JPN,Kei Nishikori,kei-nishikori,n552,,USA,Reilly Opelka,reilly-opelka,o522,36 63 64 ,2,1,15,13,0,0,2021-495-n552-o522,
903,2021-495,19,Dubai,dubai,/en/scores/archive/dubai/495/2021/results,2021.03.14,2021,03,14,2021.03.20,2021,03,20,2048855.0,2021,Round of 64,6,29,(WC),AUS,Alexei Popyrin,alexei-popyrin,p09z,(WC),AUT,Dennis Novak,dennis-novak,db59,76375 ,1,0,7,6,1,0,2021-495-p09z-db59,
904,2021-495,19,Dubai,dubai,/en/scores/archive/dubai/495/2021/results,2021.03.14,2021,03,14,2021.03.20,2021,03,20,2048855.0,2021,Round of 64,6,30,(Q),FIN,Emil Ruusuvuori,emil-ruusuvuori,rh24,,AUS,Jordan Thompson,jordan-thompson,tc61,63 765,2,0,13,9,1,0,2021-495-rh24-tc61,/en/stats/second-screen/archive/2021/495/MS062
905,2021-495,19,Dubai,dubai,/en/scores/archive/dubai/495/2021/results,2021.03.14,2021,03,14,2021.03.20,2021,03,20,2048855.0,2021,Round of 64,6,31,,GER,Jan-Lennard Struff,jan-lennard-struff,sl28,(Q),KAZ,Mikhail Kukushkin,mikhail-kukushkin,k926,63 62 ,2,0,12,5,0,0,2021-495-sl28-k926,
906,2021-495,19,Dubai,dubai,/en/scores/archive/dubai/495/2021/results,2021.03.14,2021,03,14,2021.03.20,2021,03,20,2048855.0,2021,Round of 64,6,32,(Q),ESP,Bernabe Zapata Miralles,bernabe-zapata-miralles,z419,,AUS,John Millman,john-millman,mh30,64 64 ,2,0,12,8,0,0,2021-495-z419-mh30,
907,2021-495,19,Dubai,dubai,/en/scores/archive/dubai/495/2021/results,2021.03.14,2021,03,14,2021.03.20,2021,03,20,2048855.0,2021,2nd Round Qualifying,7,1,(9),ESP,Bernabe Zapata Miralles,bernabe-zapata-miralles,z419,(1),MDA,Radu Albot,radu-albot,a829,26 75 64 ,2,1,15,15,0,0,2021-495-z419-a829,
