tourney_year_id,tourney_order,tourney_name,tourney_slug,tourney_url_suffix,first_tourney_date,first_tourney_date_year,first_tourney_date_month,first_tourney_date_day,last_tourney_date,last_tourney_date_year,last_tourney_date_month,last_tourney_date_day,tourney_fin_commit,tourney_year,tourney_round_name,round_order,match_order,winner_seed,winner_nationality,winner_name,winner_player_id,winner_slug,loser_seed,loser_nationality,loser_name,loser_player_id,loser_slug,match_score_tiebreaks,winner_sets_won,loser_sets_won,winner_games_won,loser_games_won,winner_tiebreaks_won,loser_tiebreaks_won,match_id,match_stats_url_suffix
2011-339,1,Brisbane,brisbane,/en/scores/archive/brisbane/339/2011/results,2011.01.02,2011,01,02,2011.01.09,2011,01,09,474050,2011,Finals,1,1,(1),SWE,Robin Soderling,robin-soderling,sa49,(2),USA,Andy Roddick,andy-roddick,r485,63 75 ,2,0,13,8,0,0,2011-339-sa49-r485,/en/scores/match-stats/archive/2011/339/ms001
2011-339,1,Brisbane,brisbane,/en/scores/archive/brisbane/339/2011/results,2011.01.02,2011,01,02,2011.01.09,2011,01,09,474050,2011,Semi-Finals,2,1,(1),SWE,Robin Soderling,robin-soderling,sa49,,CZE,Radek Stepanek,radek-stepanek,s694,63 75 ,2,0,13,8,0,0,2011-339-sa49-s694,/en/scores/match-stats/archive/2011/339/ms002
2011-339,1,Brisbane,brisbane,/en/scores/archive/brisbane/339/2011/results,2011.01.02,2011,01,02,2011.01.09,2011,01,09,474050,2011,Semi-Finals,2,2,(2),USA,Andy Roddick,andy-roddick,r485,,RSA,Kevin Anderson,kevin-anderson,a678,62 46 62 ,2,1,16,10,0,0,2011-339-r485-a678,/en/scores/match-stats/archive/2011/339/ms003
2011-339,1,Brisbane,brisbane,/en/scores/archive/brisbane/339/2011/results,2011.01.02,2011,01,02,2011.01.09,2011,01,09,474050,2011,Quarter-Finals,3,1,(1),SWE,Robin Soderling,robin-soderling,sa49,(Q),AUS,Matthew Ebden,matthew-ebden,e690,63 62 ,2,0,12,5,0,0,2011-339-sa49-e690,/en/scores/match-stats/archive/2011/339/ms004
2011-339,1,Brisbane,brisbane,/en/scores/archive/brisbane/339/2011/results,2011.01.02,2011,01,02,2011.01.09,2011,01,09,474050,2011,Quarter-Finals,3,2,(2),USA,Andy Roddick,andy-roddick,r485,(5),CYP,Marcos Baghdatis,marcos-baghdatis,b837,62 63 ,2,0,12,5,0,0,2011-339-r485-b837,/en/scores/match-stats/archive/2011/339/ms007
2011-339,1,Brisbane,brisbane,/en/scores/archive/brisbane/339/2011/results,2011.01.02,2011,01,02,2011.01.09,2011,01,09,474050,2011,Quarter-Finals,3,3,,CZE,Radek Stepanek,radek-stepanek,s694,(7),GER,Florian Mayer,florian-mayer,mb02,63 63 ,2,0,12,6,0,0,2011-339-s694-mb02,/en/scores/match-stats/archive/2011/339/ms005
2011-339,1,Brisbane,brisbane,/en/scores/archive/brisbane/339/2011/results,2011.01.02,2011,01,02,2011.01.09,2011,01,09,474050,2011,Quarter-Finals,3,4,,RSA,Kevin Anderson,kevin-anderson,a678,,COL,Santiago Giraldo,santiago-giraldo,g725,26 63 64 ,2,1,14,13,0,0,2011-339-a678-g725,/en/scores/match-stats/archive/2011/339/ms006
2011-339,1,Brisbane,brisbane,/en/scores/archive/brisbane/339/2011/results,2011.01.02,2011,01,02,2011.01.09,2011,01,09,474050,2011,Round of 16,4,1,(1),SWE,Robin Soderling,robin-soderling,sa49,,GER,Michael Berrer,michael-berrer,b678,63 767,2,0,13,9,1,0,2011-339-sa49-b678,/en/scores/match-stats/archive/2011/339/ms008
2011-339,1,Brisbane,brisbane,/en/scores/archive/brisbane/339/2011/results,2011.01.02,2011,01,02,2011.01.09,2011,01,09,474050,2011,Round of 16,4,2,(2),USA,Andy Roddick,andy-roddick,r485,,UKR,Alexandr Dolgopolov,alexandr-dolgopolov,d801,64 61 ,2,0,12,5,0,0,2011-339-r485-d801,/en/scores/match-stats/archive/2011/339/ms015
2011-339,1,Brisbane,brisbane,/en/scores/archive/brisbane/339/2011/results,2011.01.02,2011,01,02,2011.01.09,2011,01,09,474050,2011,Round of 16,4,3,,CZE,Radek Stepanek,radek-stepanek,s694,(4),USA,Mardy Fish,mardy-fish,f339,63 61 ,2,0,12,4,0,0,2011-339-s694-f339,/en/scores/match-stats/archive/2011/339/ms010
