tourney_year_id,tourney_order,tourney_name,tourney_slug,tourney_url_suffix,first_tourney_date,first_tourney_date_year,first_tourney_date_month,first_tourney_date_day,last_tourney_date,last_tourney_date_year,last_tourney_date_month,last_tourney_date_day,tourney_fin_commit,tourney_year,tourney_round_name,round_order,match_order,winner_seed,winner_nationality,winner_name,winner_player_id,winner_slug,loser_seed,loser_nationality,loser_name,loser_player_id,loser_slug,match_score_tiebreaks,winner_sets_won,loser_sets_won,winner_games_won,loser_games_won,winner_tiebreaks_won,loser_tiebreaks_won,match_id,match_stats_url_suffix
1923-540,1,Wimbledon,wimbledon,/en/scores/archive/wimbledon/540/1923/results,1923.06.25,1923,06,25,1923.07.07,1923,07,07,0.0,1923,Finals,1,1,,USA,Bill Johnston,bill-johnston,j665,,USA,Frank Hunter,frank-hunter,he41,60 63 61 ,3,0,18,4,0,0,1923-540-j665-he41,
1923-540,1,Wimbledon,wimbledon,/en/scores/archive/wimbledon/540/1923/results,1923.06.25,1923,06,25,1923.07.07,1923,07,07,0.0,1923,Semi-Finals,2,1,,USA,Frank Hunter,frank-hunter,he41,,GBR,Gordon Lowe,gordon-lowe,lf73,63 75 64 ,3,0,19,12,0,0,1923-540-he41-lf73,
1923-540,1,Wimbledon,wimbledon,/en/scores/archive/wimbledon/540/1923/results,1923.06.25,1923,06,25,1923.07.07,1923,07,07,0.0,1923,Semi-Finals,2,2,,USA,Bill Johnston,bill-johnston,j665,,RSA,Brian Norton,brian-norton,n866,64 62 64 ,3,0,18,10,0,0,1923-540-j665-n866,
1923-540,1,Wimbledon,wimbledon,/en/scores/archive/wimbledon/540/1923/results,1923.06.25,1923,06,25,1923.07.07,1923,07,07,0.0,1923,Quarter-Finals,3,1,,USA,Frank Hunter,frank-hunter,he41,,ESP,Manuel De Gomar,manuel-de-gomar,df08,36 46 61 63 62 ,3,2,25,18,0,0,1923-540-he41-df08,
1923-540,1,Wimbledon,wimbledon,/en/scores/archive/wimbledon/540/1923/results,1923.06.25,1923,06,25,1923.07.07,1923,07,07,0.0,1923,Quarter-Finals,3,2,,USA,Bill Johnston,bill-johnston,j665,,IRL,Cecil Campbell,cecil-campbell,ck23,61 57 62 62 ,3,1,23,12,0,0,1923-540-j665-ck23,
1923-540,1,Wimbledon,wimbledon,/en/scores/archive/wimbledon/540/1923/results,1923.06.25,1923,06,25,1923.07.07,1923,07,07,0.0,1923,Quarter-Finals,3,3,,GBR,Gordon Lowe,gordon-lowe,lf73,,GBR,D.M. Evans,d.m.-evans,e945,62 86 75 ,3,0,21,13,0,0,1923-540-lf73-e945,
1923-540,1,Wimbledon,wimbledon,/en/scores/archive/wimbledon/540/1923/results,1923.06.25,1923,06,25,1923.07.07,1923,07,07,0.0,1923,Quarter-Finals,3,4,,RSA,Brian Norton,brian-norton,n866,,GBR,Max Woosnam,max-woosnam,w914,75 63 62 ,3,0,19,10,0,0,1923-540-n866-w914,
1923-540,1,Wimbledon,wimbledon,/en/scores/archive/wimbledon/540/1923/results,1923.06.25,1923,06,25,1923.07.07,1923,07,07,0.0,1923,Round of 16,4,1,,IRL,Cecil Campbell,cecil-campbell,ck23,,FRA,Rene Lacoste,rene-lacoste,lf18,16 36 63 62 63 ,3,2,22,20,0,0,1923-540-ck23-lf18,
1923-540,1,Wimbledon,wimbledon,/en/scores/archive/wimbledon/540/1923/results,1923.06.25,1923,06,25,1923.07.07,1923,07,07,0.0,1923,Round of 16,4,2,,ESP,Manuel De Gomar,manuel-de-gomar,df08,,GBR,Donald Greig,donald-greig,gh53,46 60 61 64 ,3,1,22,11,0,0,1923-540-df08-gh53,
1923-540,1,Wimbledon,wimbledon,/en/scores/archive/wimbledon/540/1923/results,1923.06.25,1923,06,25,1923.07.07,1923,07,07,0.0,1923,Round of 16,4,3,,GBR,D.M. Evans,d.m.-evans,e945,,GBR,John Masterman,john-masterman,ms48,57 60 61 57 97 ,3,2,31,22,0,0,1923-540-e945-ms48,
1923-540,1,Wimbledon,wimbledon,/en/scores/archive/wimbledon/540/1923/results,1923.06.25,1923,06,25,1923.07.07,1923,07,07,0.0,1923,Round of 16,4,4,,USA,Frank Hunter,frank-hunter,he41,,GBR,Norman Dicks,norman-dicks,de73,97 64 86 ,3,0,23,17,0,0,1923-540-he41-de73,
1923-540,1,Wimbledon,wimbledon,/en/scores/archive/wimbledon/540/1923/results,1923.06.25,1923,06,25,1923.07.07,1923,07,07,0.0,1923,Round of 16,4,5,,USA,Bill Johnston,bill-johnston,j665,,USA,Vincent Richards,vincent-richards,rf59,64 63 75 ,3,0,19,12,0,0,1923-540-j665-rf59,
1923-540,1,Wimbledon,wimbledon,/en/scores/archive/wimbledon/540/1923/results,1923.06.25,1923,06,25,1923.07.07,1923,07,07,0.0,1923,Round of 16,4,6,,GBR,Gordon Lowe,gordon-lowe,lf73,,GBR,Arthur Berger,arthur-berger,bq49,64 36 61 86 ,3,1,23,17,0,0,1923-540-lf73-bq49,
1923-540,1,Wimbledon,wimbledon,/en/scores/archive/wimbledon/540/1923/results,1923.06.25,1923,06,25,1923.07.07,1923,07,07,0.0,1923,Round of 16,4,7,,RSA,Brian Norton,brian-norton,n866,,FRA,Jean Borotra,jean-borotra,b820,63 75 63 ,3,0,19,11,0,0,1923-540-n866-b820,
1923-540,1,Wimbledon,wimbledon,/en/scores/archive/wimbledon/540/1923/results,1923.06.25,1923,06,25,1923.07.07,1923,07,07,0.0,1923,Round of 16,4,8,,GBR,Max Woosnam,max-woosnam,w914,,GBR,Henry Mayes,henry-mayes,ms69,64 86 61 ,3,0,20,11,0,0,1923-540-w914-ms69,
1923-540,1,Wimbledon,wimbledon,/en/scores/archive/wimbledon/540/1923/results,1923.06.25,1923,06,25,1923.07.07,1923,07,07,0.0,1923,Round of 32,5,1,,GBR,Arthur Berger,arthur-berger,bq49,,GBR,Leslie Godfree,leslie-godfree,gh55,64 75 61 ,3,0,19,10,0,0,1923-540-bq49-gh55,
