tourney_year_id,tourney_order,tourney_name,tourney_slug,tourney_url_suffix,first_tourney_date,first_tourney_date_year,first_tourney_date_month,first_tourney_date_day,last_tourney_date,last_tourney_date_year,last_tourney_date_month,last_tourney_date_day,tourney_fin_commit,tourney_year,tourney_round_name,round_order,match_order,winner_seed,winner_nationality,winner_name,winner_player_id,winner_slug,loser_seed,loser_nationality,loser_name,loser_player_id,loser_slug,match_score_tiebreaks,winner_sets_won,loser_sets_won,winner_games_won,loser_games_won,winner_tiebreaks_won,loser_tiebreaks_won,match_id,match_stats_url_suffix
2018-339,1,Brisbane,brisbane,/en/scores/archive/brisbane/339/2018/results,2017.12.31,2017,12,31,2018.01.07,2018,01,07,528910.0,2018,Finals,1,1,(3),AUS,Nick Kyrgios,nick-kyrgios,ke17,,USA,Ryan Harrison,ryan-harrison,h940,64 62 ,2,0,12,6,0,0,2018-339-ke17-h940,
2018-339,1,Brisbane,brisbane,/en/scores/archive/brisbane/339/2018/results,2017.12.31,2017,12,31,2018.01.07,2018,01,07,528910.0,2018,Semi-Finals,2,1,(3),AUS,Nick Kyrgios,nick-kyrgios,ke17,(1),BUL,Grigor Dimitrov,grigor-dimitrov,d875,36 61 64 ,2,1,15,11,0,0,2018-339-ke17-d875,
2018-339,1,Brisbane,brisbane,/en/scores/archive/brisbane/339/2018/results,2017.12.31,2017,12,31,2018.01.07,2018,01,07,528910.0,2018,Semi-Finals,2,2,,USA,Ryan Harrison,ryan-harrison,h940,(WC),AUS,Alex de Minaur,alex-de-minaur,dh58,46 76564 ,1,1,11,12,1,0,2018-339-h940-dh58,
2018-339,1,Brisbane,brisbane,/en/scores/archive/brisbane/339/2018/results,2017.12.31,2017,12,31,2018.01.07,2018,01,07,528910.0,2018,Quarter-Finals,3,1,(1),BUL,Grigor Dimitrov,grigor-dimitrov,d875,,GBR,Kyle Edmund,kyle-edmund,e831,63 67364 ,1,1,12,10,0,1,2018-339-d875-e831,
2018-339,1,Brisbane,brisbane,/en/scores/archive/brisbane/339/2018/results,2017.12.31,2017,12,31,2018.01.07,2018,01,07,528910.0,2018,Quarter-Finals,3,2,(3),AUS,Nick Kyrgios,nick-kyrgios,ke17,,UKR,Alexandr Dolgopolov,alexandr-dolgopolov,d801,16 63 64 ,2,1,13,13,0,0,2018-339-ke17-d801,
2018-339,1,Brisbane,brisbane,/en/scores/archive/brisbane/339/2018/results,2017.12.31,2017,12,31,2018.01.07,2018,01,07,528910.0,2018,Quarter-Finals,3,3,(WC),AUS,Alex de Minaur,alex-de-minaur,dh58,(Q),USA,Michael Mmoh,michael-mmoh,mp01,64 60 ,2,0,12,4,0,0,2018-339-dh58-mp01,
2018-339,1,Brisbane,brisbane,/en/scores/archive/brisbane/339/2018/results,2017.12.31,2017,12,31,2018.01.07,2018,01,07,528910.0,2018,Quarter-Finals,3,4,,USA,Ryan Harrison,ryan-harrison,h940,,UZB,Denis Istomin,denis-istomin,i165,76642 (RET),2,0,7,6,1,0,2018-339-h940-i165,
2018-339,1,Brisbane,brisbane,/en/scores/archive/brisbane/339/2018/results,2017.12.31,2017,12,31,2018.01.07,2018,01,07,528910.0,2018,Round of 16,4,1,(1),BUL,Grigor Dimitrov,grigor-dimitrov,d875,(WC),AUS,John Millman,john-millman,mh30,46 76863 ,1,1,11,12,1,0,2018-339-d875-mh30,
2018-339,1,Brisbane,brisbane,/en/scores/archive/brisbane/339/2018/results,2017.12.31,2017,12,31,2018.01.07,2018,01,07,528910.0,2018,Round of 16,4,2,(3),AUS,Nick Kyrgios,nick-kyrgios,ke17,,AUS,Matthew Ebden,matthew-ebden,e690,67376562 ,0,1,6,7,0,1,2018-339-ke17-e690,
2018-339,1,Brisbane,brisbane,/en/scores/archive/brisbane/339/2018/results,2017.12.31,2017,12,31,2018.01.07,2018,01,07,528910.0,2018,Round of 16,4,3,(WC),AUS,Alex de Minaur,alex-de-minaur,dh58,(4),CAN,Milos Raonic,milos-raonic,r975,64 64 ,2,0,12,8,0,0,2018-339-dh58-r975,
