tourney_year_id,tourney_order,tourney_name,tourney_slug,tourney_url_suffix,first_tourney_date,first_tourney_date_year,first_tourney_date_month,first_tourney_date_day,last_tourney_date,last_tourney_date_year,last_tourney_date_month,last_tourney_date_day,tourney_fin_commit,tourney_year,tourney_round_name,round_order,match_order,winner_seed,winner_nationality,winner_name,winner_player_id,winner_slug,loser_seed,loser_nationality,loser_name,loser_player_id,loser_slug,match_score_tiebreaks,winner_sets_won,loser_sets_won,winner_games_won,loser_games_won,winner_tiebreaks_won,loser_tiebreaks_won,match_id,match_stats_url_suffix
1973-580,1,Australian Open,australian-open,/en/scores/archive/australian-open/580/1973/results,1972.12.26,1972,12,26,1973.01.01,1973,01,01,41500,1973,Finals,1,1,(2),AUS,John Newcombe,john-newcombe,n044,(12),NZL,Onny Parun,onny-parun,p070,63 67 75 61 ,3,1,25,16,0,0,1973-580-n044-p070,
1973-580,1,Australian Open,australian-open,/en/scores/archive/australian-open/580/1973/results,1972.12.26,1972,12,26,1973.01.01,1973,01,01,41500,1973,Semi-Finals,2,1,(2),AUS,John Newcombe,john-newcombe,n044,(11),FRA,Patrick Proisy,patrick-proisy,p085,76 64 62 ,3,0,19,12,0,0,1973-580-n044-p085,
1973-580,1,Australian Open,australian-open,/en/scores/archive/australian-open/580/1973/results,1972.12.26,1972,12,26,1973.01.01,1973,01,01,41500,1973,Semi-Finals,2,2,(12),NZL,Onny Parun,onny-parun,p070,,GER,Karl Meiler,karl-meiler,m055,26 63 75 61 ,3,1,21,15,0,0,1973-580-p070-m055,
1973-580,1,Australian Open,australian-open,/en/scores/archive/australian-open/580/1973/results,1972.12.26,1972,12,26,1973.01.01,1973,01,01,41500,1973,Quarter-Finals,3,1,(2),AUS,John Newcombe,john-newcombe,n044,(10),AUS,Bob Carmichael,bob-carmichael,c080,64 76 63 ,3,0,19,13,0,0,1973-580-n044-c080,
1973-580,1,Australian Open,australian-open,/en/scores/archive/australian-open/580/1973/results,1972.12.26,1972,12,26,1973.01.01,1973,01,01,41500,1973,Quarter-Finals,3,2,(12),NZL,Onny Parun,onny-parun,p070,(4),GEO,Alex Metreveli,alex-metreveli,m271,64 36 63 67 63 ,3,2,27,23,0,0,1973-580-p070-m271,
1973-580,1,Australian Open,australian-open,/en/scores/archive/australian-open/580/1973/results,1972.12.26,1972,12,26,1973.01.01,1973,01,01,41500,1973,Quarter-Finals,3,3,(11),FRA,Patrick Proisy,patrick-proisy,p085,,AUS,John Cooper,john-cooper,c171,64 36 61 76 ,3,1,22,17,0,0,1973-580-p085-c171,
1973-580,1,Australian Open,australian-open,/en/scores/archive/australian-open/580/1973/results,1972.12.26,1972,12,26,1973.01.01,1973,01,01,41500,1973,Quarter-Finals,3,4,,GER,Karl Meiler,karl-meiler,m055,,FRA,Wanaro N'Godrella,wanaro-n'godrella,n045,76 67 63 76 ,3,1,26,22,0,0,1973-580-m055-n045,
1973-580,1,Australian Open,australian-open,/en/scores/archive/australian-open/580/1973/results,1972.12.26,1972,12,26,1973.01.01,1973,01,01,41500,1973,Round of 16,4,1,(2),AUS,John Newcombe,john-newcombe,n044,,FRA,Georges Goven,georges-goven,g031,61 63 63 ,3,0,18,7,0,0,1973-580-n044-g031,
1973-580,1,Australian Open,australian-open,/en/scores/archive/australian-open/580/1973/results,1972.12.26,1972,12,26,1973.01.01,1973,01,01,41500,1973,Round of 16,4,2,(4),GEO,Alex Metreveli,alex-metreveli,m271,,AUS,Ross Case,ross-case,c020,46 64 62 75 ,3,1,23,17,0,0,1973-580-m271-c020,
1973-580,1,Australian Open,australian-open,/en/scores/archive/australian-open/580/1973/results,1972.12.26,1972,12,26,1973.01.01,1973,01,01,41500,1973,Round of 16,4,3,(12),NZL,Onny Parun,onny-parun,p070,(5),AUS,Geoff Masters,geoff-masters,m139,76 36 63 75 ,3,1,23,20,0,0,1973-580-p070-m139,
1973-580,1,Australian Open,australian-open,/en/scores/archive/australian-open/580/1973/results,1972.12.26,1972,12,26,1973.01.01,1973,01,01,41500,1973,Round of 16,4,4,,FRA,Wanaro N'Godrella,wanaro-n'godrella,n045,(8),AUS,Allan Stone,allan-stone,s148,36 75 64 57 64 ,3,2,27,26,0,0,1973-580-n045-s148,
1973-580,1,Australian Open,australian-open,/en/scores/archive/australian-open/580/1973/results,1972.12.26,1972,12,26,1973.01.01,1973,01,01,41500,1973,Round of 16,4,5,(10),AUS,Bob Carmichael,bob-carmichael,c080,,HUN,Szabolcz Baranyi,szabolcz-baranyi,b233,63 64 26 16 63 ,3,2,21,22,0,0,1973-580-c080-b233,
1973-580,1,Australian Open,australian-open,/en/scores/archive/australian-open/580/1973/results,1972.12.26,1972,12,26,1973.01.01,1973,01,01,41500,1973,Round of 16,4,6,(11),FRA,Patrick Proisy,patrick-proisy,p085,,FRA,Patrice Dominguez,patrice-dominguez,d080,76 57 64 64 ,3,1,24,21,0,0,1973-580-p085-d080,
1973-580,1,Australian Open,australian-open,/en/scores/archive/australian-open/580/1973/results,1972.12.26,1972,12,26,1973.01.01,1973,01,01,41500,1973,Round of 16,4,7,,AUS,John Cooper,john-cooper,c171,,AUS,Bob Giltinan,bob-giltinan,g074,75 62 46 67 1311 ,2,3,24,23,0,1,1973-580-c171-g074,
1973-580,1,Australian Open,australian-open,/en/scores/archive/australian-open/580/1973/results,1972.12.26,1972,12,26,1973.01.01,1973,01,01,41500,1973,Round of 16,4,8,,GER,Karl Meiler,karl-meiler,m055,,RUS,Teimuraz Kakulia,teimuraz-kakulia,k105,63 76 26 63 ,3,1,21,18,0,0,1973-580-m055-k105,
