tourney_year_id,tourney_order,tourney_name,tourney_slug,tourney_url_suffix,first_tourney_date,first_tourney_date_year,first_tourney_date_month,first_tourney_date_day,last_tourney_date,last_tourney_date_year,last_tourney_date_month,last_tourney_date_day,tourney_fin_commit,tourney_year,tourney_round_name,round_order,match_order,winner_seed,winner_nationality,winner_name,winner_player_id,winner_slug,loser_seed,loser_nationality,loser_name,loser_player_id,loser_slug,match_score_tiebreaks,winner_sets_won,loser_sets_won,winner_games_won,loser_games_won,winner_tiebreaks_won,loser_tiebreaks_won,match_id,match_stats_url_suffix
1930-580,1,Australian Championships,australian-championships,/en/scores/archive/australian-championships/580/1930/results,1930.01.20,1930,01,20,1930.01.25,1930,01,25,0.0,1930,Finals,1,1,(3),AUS,Edgar Moon,edgar-moon,mr21,(1),AUS,Harry Hopman,harry-hopman,hd04,63 61 63 ,3,0,18,7,0,0,1930-580-mr21-hd04,
1930-580,1,Australian Championships,australian-championships,/en/scores/archive/australian-championships/580/1930/results,1930.01.20,1930,01,20,1930.01.25,1930,01,25,0.0,1930,Semi-Finals,2,1,(1),AUS,Harry Hopman,harry-hopman,hd04,(4),AUS,James Willard,james-willard,w826,64 62 60 ,3,0,18,6,0,0,1930-580-hd04-w826,
1930-580,1,Australian Championships,australian-championships,/en/scores/archive/australian-championships/580/1930/results,1930.01.20,1930,01,20,1930.01.25,1930,01,25,0.0,1930,Semi-Finals,2,2,(3),AUS,Edgar Moon,edgar-moon,mr21,(2),AUS,Jack Crawford,jack-crawford,ci73,75 64 46 63 ,3,1,23,18,0,0,1930-580-mr21-ci73,
1930-580,1,Australian Championships,australian-championships,/en/scores/archive/australian-championships/580/1930/results,1930.01.20,1930,01,20,1930.01.25,1930,01,25,0.0,1930,Quarter-Finals,3,1,(1),AUS,Harry Hopman,harry-hopman,hd04,,AUS,John Clemenger,john-clemenger,cj18,46 62 36 75 63 ,3,2,26,22,0,0,1930-580-hd04-cj18,
1930-580,1,Australian Championships,australian-championships,/en/scores/archive/australian-championships/580/1930/results,1930.01.20,1930,01,20,1930.01.25,1930,01,25,0.0,1930,Quarter-Finals,3,2,(2),AUS,Jack Crawford,jack-crawford,ci73,(7),AUS,Clifford Sproule,clifford-sproule,st70,63 62 61 ,3,0,18,6,0,0,1930-580-ci73-st70,
1930-580,1,Australian Championships,australian-championships,/en/scores/archive/australian-championships/580/1930/results,1930.01.20,1930,01,20,1930.01.25,1930,01,25,0.0,1930,Quarter-Finals,3,3,(3),AUS,Edgar Moon,edgar-moon,mr21,(6),AUS,Ronald Cummings,ronald-cummings,cj15,64 62 62 ,3,0,18,8,0,0,1930-580-mr21-cj15,
1930-580,1,Australian Championships,australian-championships,/en/scores/archive/australian-championships/580/1930/results,1930.01.20,1930,01,20,1930.01.25,1930,01,25,0.0,1930,Quarter-Finals,3,4,(4),AUS,James Willard,james-willard,w826,(5),AUS,Richard Schlesinger,richard-schlesinger,sv09,26 61 108 62 ,3,1,15,9,1,0,1930-580-w826-sv09,
1930-580,1,Australian Championships,australian-championships,/en/scores/archive/australian-championships/580/1930/results,1930.01.20,1930,01,20,1930.01.25,1930,01,25,0.0,1930,Round of 16,4,1,(1),AUS,Harry Hopman,harry-hopman,hd04,,AUS,Harry Hassett,harry-hassett,hd40,61 1113 61 46 63 ,3,2,23,12,0,0,1930-580-hd04-hd40,
1930-580,1,Australian Championships,australian-championships,/en/scores/archive/australian-championships/580/1930/results,1930.01.20,1930,01,20,1930.01.25,1930,01,25,0.0,1930,Round of 16,4,2,(2),AUS,Jack Crawford,jack-crawford,ci73,,AUS,Ernest Rowe,ernest-rowe,re78,64 62 36 62 ,3,1,21,14,0,0,1930-580-ci73-re78,
1930-580,1,Australian Championships,australian-championships,/en/scores/archive/australian-championships/580/1930/results,1930.01.20,1930,01,20,1930.01.25,1930,01,25,0.0,1930,Round of 16,4,3,(3),AUS,Edgar Moon,edgar-moon,mr21,,AUS,J.S.D. Sweeting,j.s.d.-sweeting,sv08,62 63 61 ,3,0,18,6,0,0,1930-580-mr21-sv08,
1930-580,1,Australian Championships,australian-championships,/en/scores/archive/australian-championships/580/1930/results,1930.01.20,1930,01,20,1930.01.25,1930,01,25,0.0,1930,Round of 16,4,4,(4),AUS,James Willard,james-willard,w826,,AUS,Donald Turnbull,donald-turnbull,td92,62 16 46 62 61 ,3,2,23,17,0,0,1930-580-w826-td92,
1930-580,1,Australian Championships,australian-championships,/en/scores/archive/australian-championships/580/1930/results,1930.01.20,1930,01,20,1930.01.25,1930,01,25,0.0,1930,Round of 16,4,5,(5),AUS,Richard Schlesinger,richard-schlesinger,sv09,,AUS,W. Walker,w.-walker,w828,63 97 108 ,3,0,16,10,1,0,1930-580-sv09-w828,
